,Sample name,20210304_CE_45min_SinoN501Y_AA_1,20210304_CE_45min_SinoN501Y_AA_1,20210304_CE_45min_SinoN501Y_AA_1,20210304_CE_45min_SinoN501Y_AA_1,20210304_CE_45min_SinoN501Y_AA_1,20210304_CE_45min_SinoN501Y_AA_1,20210304_CE_45min_SinoN501Y_AA_1,20210304_CE_45min_SinoN501Y_AA_1,20210304_CE_45min_SinoN501Y_AA_1,20210304_CE_45min_SinoN501Y_AA_1,20210304_CE_45min_SinoN501Y_AA_1,20210304_CE_45min_SinoN501Y_AA_1,20210304_CE_45min_SinoN501Y_AA_1,20210304_CE_45min_SinoN501Y_AA_1,20210304_CE_45min_SinoN501Y_AA_1,20210304_CE_45min_SinoN501Y_AA_1,20210304_CE_45min_SinoN501Y_AA_1,20210304_CE_45min_SinoN501Y_AA_1,20210304_CE_45min_SinoN501Y_AA_1,20210304_CE_45min_SinoN501Y_AA_1,20210304_CE_45min_SinoN501Y_AA_2,20210304_CE_45min_SinoN501Y_AA_2,20210304_CE_45min_SinoN501Y_AA_2,20210304_CE_45min_SinoN501Y_AA_2,20210304_CE_45min_SinoN501Y_AA_2,20210304_CE_45min_SinoN501Y_AA_2,20210304_CE_45min_SinoN501Y_AA_2,20210304_CE_45min_SinoN501Y_AA_2,20210304_CE_45min_SinoN501Y_AA_2,20210304_CE_45min_SinoN501Y_AA_2,20210304_CE_45min_SinoN501Y_AA_2,20210304_CE_45min_SinoN501Y_AA_2,20210304_CE_45min_SinoN501Y_AA_2,20210304_CE_45min_SinoN501Y_AA_2,20210304_CE_45min_SinoN501Y_AA_2,20210304_CE_45min_SinoN501Y_AA_2,20210304_CE_45min_SinoN501Y_AA_2,20210304_CE_45min_SinoN501Y_AA_2,20210304_CE_45min_SinoN501Y_AA_3,20210304_CE_45min_SinoN501Y_AA_3,20210304_CE_45min_SinoN501Y_AA_3,20210304_CE_45min_SinoN501Y_AA_3,20210304_CE_45min_SinoN501Y_AA_3,20210304_CE_45min_SinoN501Y_AA_3,20210304_CE_45min_SinoN501Y_AA_3,20210304_CE_45min_SinoN501Y_AA_3,20210304_CE_45min_SinoN501Y_AA_3,20210304_CE_45min_SinoN501Y_AA_3,20210304_CE_45min_SinoN501Y_AA_3,20210304_CE_45min_SinoN501Y_AA_3,20210304_CE_45min_SinoN501Y_AA_3,20210304_CE_45min_SinoN501Y_AA_3,20210304_CE_45min_SinoN501Y_AA_3,20210304_CE_45min_SinoN501Y_AA_3
,Peak #,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54
Name,
30892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83934.1,,
30889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69835.2,,,,,,,,,,,,,,,,,
30888,,,,,,,,,,,,,157234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30886,,,,,,,,,,,,,,,,,,,,92512.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30881,,,,,,,,,,,,,,,,,,52659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248520,,,,,,,,,,,,,,,,,,,,,,,,,
30879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209772,,,,,,,,,,,,,,,,,,,,,,,,,,
30871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68965.3,,,,
30870,,,,,,,,,,,,,,,,,,,,,,,,,,,136279,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89524.7,,,,,,,,,,,,,,,,,,,,,,
30860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113203,,,,,,,,,,,,,,,,,,,,,
30854,,,,,,,,,,,,,,,,,,55914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63143.8,,,
30849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200667,,,,,,,,,,,
30848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140986,,,,,,
30840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90159.3,,,,,,,,,,,,,,,,,,,,,
30839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180762,,,,,,,,,,
30833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182660,177450,,,,,,,,,,,,,,,,,,,,,,,,,
30832,,,,,,,113406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185895,,,,,,,,,,,,,,,,,,,,,,,,
30821,,,,,,,,,,,,,,,,70962.4,,,,,,,,,,,,168667,,,,,,,,,104342,,,,,,,,,,,,,,,,,,
30820,,,,,,,,,,,,,,,163244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30817,,,,,,,,,,,,,,88663.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155446,,,,,,,,,,,,,,,,,,,,,,,,,,
30809,,2094.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117642,,,,,,,
30802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150822,,,,,,,,,,,,,,,,,,,,,
30801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122112,,,,,,,,
30792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67761.3,,,,,,,,,,,,,,,,,
30791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241500,,,,,,,,,,,,,,,,,,,,,,,,,,
30790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261982,,,,,,,,,,,,,,,,,,,,,,,,,
30785,,,,,,,,,,131852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129325,,,,,,,
30771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108010,,,,,,,,,,,,,,,,,,,,
30765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134807,,,,,,,,,,,,,,,,,,,,,,,,,
30763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293603,256496,,,,,,,,,
30762,,,,,,,,,,,,,,,109376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72379.3,,,,,,,,,,,,,,,,,,,
30755,,,,,,,,,,,,,,,,58516.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30748,,,,,,,,,,,,,,,,,,,,101987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30739,,,,,,,,,,,,204740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30738,,,,,,,,,,,,,,,100972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76124,,,,,,,,,,,,,,,,,,,,,,
30725,,,,,,,,,,118302,,,,114722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30723,,,,,,,,,,,,,,,,,,,,,,,,,,,307638,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206333,,,,,,,,,,,
30713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169080,,,,,,,,,,,,,,,,,,,,,,,,,
30712,,,,,,,,,,,,,,,108802,,,114730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141722,,,,
30707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193112,,,,,,,,,,,,,,237523,,,,,,,,,
30701,,2092.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209460,,,,,,,,,,,,
30698,,,,,,,,,,,,,,,,,,,,90274.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99357.9,,,,,,,,,,,,,,,,,,,,,
30695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159931,,,,,,,,,,
30694,,,,,,,,,,,,,,,,82146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30691,,,,,,,,,,,,164819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135762,,,,,
30684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181036,,,,,,,,
30682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174016,,,,,,,,,,,,,,,,,,,,,,,,
30679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150723,,,,,,,,,,,,,,,,167945,,,,,,
30678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207605,,,,,,,,,,,,,,,,,,,,,,,
30677,,,,,,,,,,,,,200809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30674,,,,,,,,,,,,,,,153928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30673,,,,,,,,,,,,,,,,93718.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30669,,4070.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95328,,,
30665,,,,,,,,,,,,,,,,,,,,,,,,144696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215553,,,,,,,,,,,,,,,,,,,,,,,,
30658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137675,,,,172143,,,,,,,,,,,,,,,,,,,,,
30657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249476,,,,,,,,,
30656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152991,,,,,,
30655,,,,,,,,,,,,,,,,,,,,,,,,,,354603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30650,,,,,,,,,,,,,,,,,,47096.4,,,,,,,,,,,,,,,138446,,,,,,,,,,,,,,,,,,,,,,
30647,,,,,,,,,187092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30642,,,,,,,,,,,,,112760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220406,,,,,,,,,,,
30639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123920,,,,,,,,,,,,,,,,,,,,,,,,,
30638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76998.2,,,
30636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181832,,,,,
30634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93324.2,,,,,,,,,,,198431,,,,,,,,
30632,,,,,,,,,,,,,,,,,,,,,,,,219259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96317.3,,,,,,
30630,,,,,,,,,,,,,,,,,,,,,,,126326,,,,,,,,,,,,,,,45109.3,,,,,,,,,,,,,,,,,
30627,,,,,,,,,146570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151050,,,,,,,,,,,,,,,,,,,,,,,
30615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134897,,,,,,,,,,,,,,,,,,,,,,
30612,,,,,,,168758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30610,,,,,,,,,,,,102422,,,143029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30609,,,,,,,,123827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30606,,,,,,,,,,,,,139883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114259,,,,,,,,
30598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245470,,,,,,,,,
30597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224536,,,,,,,,,,,,,
30595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295616,,,,,,,,,,,,,,,,,,,,,,,,,
30593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256325,,,,,,,,,,,,,,,,,,,,,,,,,,
30592,,,,,,,,,,,,,,,,,89957.9,,,,,,,,,,,,,,,,,,75764.4,,,,,,,,,,,,,,,,,,,,
30589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135946,,,,,,,,,,,,,,,,,,,,,,,,
30586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118374,,,,,,
30585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136178,,,,,,,,,,,,,,,,,,,,,,,
30582,,,,,,,,,146302,,,,,,121724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30577,,,,,,,,,,,119005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318726,,,,,,,,,
30572,,,,,,,,,,,,,287068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30566,,,,,,,97384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30565,,1635.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163289,,,,,,,,,,,,,,,,,,,,,,,
30557,,,,,,,,,127558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281077,,,,,,,189887,,,,,,
30547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133547,,,,,,,,,,,,,,,121662,,,,,
30546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402978,434331,165416,,,,,,,,,,,,,,,,,,,,,,,,
30545,,,,,,,,,,,,,,,,138900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30538,,,,,,,,,,,,,,,,,99634.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30537,,,,,,,,,,,,,,,,,,,,55374.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55351.2,,,,,,,,,,,,,,,,,,
30525,,,,,,,,,,,269933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339822,,,,,,,,,,,,,,,,,,,,,,,,,,
30523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342880,,,,,,,,,,,,,,,,,,,,,,,,,
30519,,,,,,,,,,,,,,,,109989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30514,,,,,,,,,,,,,,,,,,,,,,,,,,,279462,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285550,,,,,,,,,,,,,,,,,,,,,,,,,,
30506,,,,,,161479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157119,,,,,,,,,,,,,,
30504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185123,,,,,,,,,,,,
30502,,,,,,,,,,,,,,,93580.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30498,,2086.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84073.9,,,,,,,,,,,,,,,,,,,,
30496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118110,,,,,,,,,,,,,,,,,,,,,,
30483,,,,,,,,,,,172967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30473,,,,,,,,,,114432,,,132281,,75968.9,,,,,,,,,,,,,,,,,,,,,,,,,,,163819,,,,,,,,,,,,,
30472,,,,,,,,,,,,,,,,,,,,,,,,153337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183650,,,,,,,
30464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96600.9,,,,,,,,,,,,,,,,,,,
30463,,,,,,,114642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122985,,,,,,,,,,,,,,,,,,,,,,,,,
30460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98080.8,,,,,,,,,,,,,,,,,,,,,,
30457,,,,,,,,,,,,,,,,,,,,,,,,,158338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30455,,4209.74,,,,,,,,,,,,,78903.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186172,,,,,,,,,
30454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132493,,,,,,,,,,,,,,,,,,,,,,,
30449,,,,,,,,,,,,,159642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173639,,,,,,,
30441,,,,,,,,,,,,,,171795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132104,,,,,,,,,,,,,,,,,,,,,,,
30433,,,,,,,,,,162635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91508.6,,,,,,,,,,,,,,,,,,,,,
30417,,,,,,,,,,,,,,,,,,,46839.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30415,,,,,,,,,,,,,112620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30414,,2882.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224256,,,,,,,,,
30412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235605,,,,,,,,,,,
30403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273841,,,,,,,,,,,,,201380,,,,,,,,,,
30402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212000,,,,,,,
30401,,,,,,,,,,,,,,,,,,,,,,,,176826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56214.4,,,,,,,,,,,,,,,,,,
30393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62219.6,,,,,,,,,,,,,,,,,
30392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169586,,,,,,,,,,,,,,,,,,,,,,,,,
30390,,,,,,,,,,,,,,,,,,,,,,,123697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30388,,,,,,,,,,,,242119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189794,,,,,,,,,,
30381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90722.8
30379,,2114.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193023,,,,,,,,,,,,,,164248,,,,,,,,,,,,
30377,,,,,,,,,,,,,113242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135396,,,,,,,,,,,,,,,,,,,,,,,
30370,,,,,,,,,,,161587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108606,,,,,
30365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123199,,,,,,
30363,,,,,,,,,,,,,,,,,,,73523.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95214.2
30356,,,,,,,,,,,,145288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109842,,,,,
30346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153871,,,,,,,
30344,,,,,,,,,,,,,,,,,,60103.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30342,,,,,,,,,,,,,,,73743.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211476,,,,,,,,,
30337,,,,,,,,,,,,,,,,,,,,,,,,255129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30333,,,,,141284,,,,,,,,,,,84761.1,,,,,,,,,,,,242688,,,,,,,,,,,,,,,,,,,,,,,,,,,
30323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319762,,,,,,,,,,,
30320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134255,,,,,,,,,,,,,,,,,,,,,,,
30312,,,,,,,,,131215,,,,,,,,,,,,,,,,,,,,,,,,118162,,,,,,,,,,,,,,,,,,,,,,
30310,,,,,,,,,,,242151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30308,,,,,,125310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30300,,,,,,,,,,,,,,,,,,,,55856.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121490,,,,,
30293,,,,,144995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30286,,,,,,,,,,,,,,,166307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199044,,,,,,,,,,,
30277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110629,,,,58605.1,,
30275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132088,,,,,,,,,,,,,,,,,,,,,,,
30271,,,,,,,,,,,,,,,,,,,,,,,,289559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30266,,,,,,,,,,,,,,,,89721.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30259,,,,,,,,,,,,,111318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30258,,,,,,,,,,,,,,,138138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30257,,,,,,,,,,,,,,,,,,,,,,,,,225263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250218,,,,,,,,,,
30241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319534,,,,,,,,,,,
30238,,,,,,,,,,,,97140.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93642.3,,,,,,,,,,,,,,,,,,
30225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184289,,,,,,,,,,,,,,,,,,,,,,,,,
30224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181078,,,,,,,,,,,,,,,,,,,,,,,,,,
30210,,,,,,,,,,,,,,,,,,90648.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116222,,,,,,
30201,,,,,,,,,,,,,,,,,,,,,,,,,,146392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30200,,,,,,,,,,,,129397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30199,,,,,,,,,117943,,110895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89961.1,,,,,
30195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142727,,,,,,,,,,,,,,,,,,,,,,,
30189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79381.1,,,,,,,,,,,,,,,,,,,,,,
30184,,,,,,,,,,,,,189526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30180,,,,,,,,,,,,,,,,,,,,,,,,,,,,222643,,,,,,,,,,,,,,,,,,,,,,,,,,,
30175,,,,,,,,129083,,,,,,,,,,,,,,,,,,185825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
