,Sample name,20210304_CE_45min_SinoN501Y_AA_1,20210304_CE_45min_SinoN501Y_AA_1,20210304_CE_45min_SinoN501Y_AA_1,20210304_CE_45min_SinoN501Y_AA_1,20210304_CE_45min_SinoN501Y_AA_1,20210304_CE_45min_SinoN501Y_AA_1,20210304_CE_45min_SinoN501Y_AA_1,20210304_CE_45min_SinoN501Y_AA_1,20210304_CE_45min_SinoN501Y_AA_1,20210304_CE_45min_SinoN501Y_AA_1,20210304_CE_45min_SinoN501Y_AA_1,20210304_CE_45min_SinoN501Y_AA_1,20210304_CE_45min_SinoN501Y_AA_1,20210304_CE_45min_SinoN501Y_AA_1,20210304_CE_45min_SinoN501Y_AA_1,20210304_CE_45min_SinoN501Y_AA_1,20210304_CE_45min_SinoN501Y_AA_1,20210304_CE_45min_SinoN501Y_AA_1,20210304_CE_45min_SinoN501Y_AA_1,20210304_CE_45min_SinoN501Y_AA_1,20210304_CE_45min_SinoN501Y_AA_2,20210304_CE_45min_SinoN501Y_AA_2,20210304_CE_45min_SinoN501Y_AA_2,20210304_CE_45min_SinoN501Y_AA_2,20210304_CE_45min_SinoN501Y_AA_2,20210304_CE_45min_SinoN501Y_AA_2,20210304_CE_45min_SinoN501Y_AA_2,20210304_CE_45min_SinoN501Y_AA_2,20210304_CE_45min_SinoN501Y_AA_2,20210304_CE_45min_SinoN501Y_AA_2,20210304_CE_45min_SinoN501Y_AA_2,20210304_CE_45min_SinoN501Y_AA_2,20210304_CE_45min_SinoN501Y_AA_2,20210304_CE_45min_SinoN501Y_AA_2,20210304_CE_45min_SinoN501Y_AA_2,20210304_CE_45min_SinoN501Y_AA_2,20210304_CE_45min_SinoN501Y_AA_2,20210304_CE_45min_SinoN501Y_AA_2,20210304_CE_45min_SinoN501Y_AA_3,20210304_CE_45min_SinoN501Y_AA_3,20210304_CE_45min_SinoN501Y_AA_3,20210304_CE_45min_SinoN501Y_AA_3,20210304_CE_45min_SinoN501Y_AA_3,20210304_CE_45min_SinoN501Y_AA_3,20210304_CE_45min_SinoN501Y_AA_3,20210304_CE_45min_SinoN501Y_AA_3,20210304_CE_45min_SinoN501Y_AA_3,20210304_CE_45min_SinoN501Y_AA_3,20210304_CE_45min_SinoN501Y_AA_3,20210304_CE_45min_SinoN501Y_AA_3,20210304_CE_45min_SinoN501Y_AA_3,20210304_CE_45min_SinoN501Y_AA_3,20210304_CE_45min_SinoN501Y_AA_3,20210304_CE_45min_SinoN501Y_AA_3
,Peak #,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54
Name,
33760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86734,,,,,,,,,,,,,,,,,,,,
33758,,,,,,,,,,,,,,,,,,,54806.6,,,,,,,,,,,,,,,,,,,,38153.1,,,,,,,,,,,,,,,,
33755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126488,,,,,,,
33753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123173,172661,,,,,,,,,,,,,,,,,,,,,,,,,
33743,,,,,,,,,,,,,,,,,58157.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84725,
33736,,,,,,,,,,,,,,,,,,,,,79012.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33731,,,,,,,,,,,,,,,90480.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161614,,,,,,,,,
33726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51388.2,,,,,,,,,,,,,,,,,
33725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100389,,,,,,,,,,,,,,,,,,,,
33723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132709,,,,,,,,,,,,,,,,,,,,,,,
33722,,,,,,,,,,,,,,133389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33721,,,,,,,,,,,,,,,,,81750.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166931,,,,,,,
33710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116610,,,,,,,,,,,,,,,,,,,,,,,,,
33706,,3742.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33703,,,,,,,,,,,,150604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208748,,,,,,,,,,,,,,,,,,,,,,
33699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71960.2,,,48964.1,
33698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85264.1,,,,,
33693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141725,,,,,,,,,,,,,,,,,,,,,,,
33692,,,,,,,,,,,,,,,,,,,,,39341.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33691,,,,,,,,,,,,,,,,,,86164.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151810,,,,,,,,,,,,,,,,,,,
33679,,,,,,,,,,,,,,,,81076.2,,,89615.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71138.2,,,,,,,,,,,,,,,,,,
33671,,,,,,,,,,,,,,,,,,73395.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271392,,,,,,,
33665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191012,183192,,,,,,,,,,,,,,,,,,,,,,,,,
33664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116028,,,,,,,,,,,,,,
33657,,,,,,,,,,,,131548,,,160597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101676,,,,,,,,,,,,,,,,,,,,,,,,
33653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91087.8,,,,,,,,,,,,,,,,,,
33651,,,,,,,,,,,,,,,,,,,,,,,,,,,,137525,,,,,,,,,,,,,,,,,,,,,,,,,,,
33642,,,,,,,,,,,,,,,,,,,,60595.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255405,,,,,,,,
33636,,,,,,,,,,,,,,,146825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156900,,,,,,,
33634,,,,,,,,,,,,,,,,,,145331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33626,,,,,,,,,,,,,,,,,,,,60145.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33623,,,,,,,,,,,,,,,,,,,77492.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101877,,,,,
33618,,,,,,,,,,,,,,,,,,,,,58850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33611,,,,,,,,,,,149330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33609,,,,,,,,,,,,,,,,,,,,,,,,,,,,134966,,,,,,,,,,,,,,,,,,,,,,,,,,,
33608,,,,,,,,,,,,106694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33607,,,,,,,,,,,,,125102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33604,,,,,,,,,,,,,,,,,,,,,,,,,,,178022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226374,,,,,,,,,,,,,,,,,,,,,,,
33600,,,,,,,,,,,,,,,,,,,92239.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263427,,,,,,,,
33586,,,,,,,112171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33585,,,,,,,,,,,,,,,131137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33583,,,,90676.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93563.1,,,,
33580,,2465.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177015,,,,,,,
33578,,,,,,,,,,,,,,,,,,,,,,,,,,,178799,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234838,,,,,,,,,,
33565,,,,,,,,,,,,,,,,,,,,,,,,,,155107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33563,,,,,,,,,,,,,,,,,,,,,,,,,,,,243766,,,,,,,,,,,,,,,,,,,,,,,,,,,
33557,,,,,,,,,168117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33551,,,,,,,,,,,,,,151651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33548,,,,,,,,,,,,,,,,,108334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79167.9,,,,,,,,,,,,,,,,,,,,,,
33545,,,,,,,,,,,,,,,130497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88895.1,,,,,,,,,,,,,,,,,,,,
33541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98759.9,,,,,
33536,,,,,,,,,,,,,,,,81957.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33535,,,,,,,,,144074,,,,,,,,,,,,,,,,,,,,,,,154890,,,,,,,,,,,,,,,,198831,,,,,,,
33533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114676,,,,,,,,
33511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159125,,,,,,,
33508,,,,,,,,,,,,,,,,,,57617.1,,,,,,,,,,,,,,,,,,,52619.2,,,,,,,,262954,,,,,,,,,,
33506,,,,,,,,,,,,,,,,,,,,,61720.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33505,,,,,,,,,,,,,,88432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220055,,,,,,,,,,,
33504,,,,,,,,,,,116593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88543.2,,
33502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75275.3,,,
33501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175153,151715,,,,,,,,,,,,,,,,,,,,,,,,,
33499,,,,,,,,,,,,,,,,,,,59980.8,,,,,,,,,,,,,,,,,,,64404.8,,,,,,,,,,,,,,,,,
33495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115701,,,,,,,,,,,,,,,,,,,,,,
33493,,,,,,,,146795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33490,,,,,,,,,,,,,,,,,,,,,,,,,,,,198831,,,,,,,,,,,,,,,,,,,,,,,,,,,
33489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212842,,,,,,,,,
33487,,,,,,,,,,,124257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60260,,,,,,,,,,,,,,,,,
33479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138409,,,97109.5,,,,,,,,,,,,,,,,,,,
33475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228820,,,,,,,,,,,,,,,,,,85342.6,,,,,
33471,,,,,,,,,,,,,,,,,,,92080.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33469,,,,,,,,,,,,,,,,,,,,66020.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33468,,,,,,,,,,,,,,,,,,108779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75554.6,,,,,,,,,,,,,,,,,,,,
33465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51023.5,,,,,,,,,,,,,,,,,,
33452,,,,,,,,,159509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135398,76813.3,,,,
33450,,,,,,,,,,,,,,,120867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33449,,,,,,,,,,,,,,,,,,,,,,,,,,,,176968,,,,,,,,,,,,,,,,,,,,,,,,,,,
33447,,,,,,,,,,,,,,103168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33443,,,,,,,,,,198346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33436,,,,,,,,,,,,,,,,,78398.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172218,,,,,,,,,,,,,,,,,,,,,,,
33434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121675,,,,,,,,,,,,,,,,,,,,,,,,
33433,,,,,,,,,,,,,,,114026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231999,,,,,,,
33432,,,,,,,,,,,,,,,,,,,,55101.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33431,,,,,,,,,,,,,,,,,,,,,55668.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163581,162409,,,,,,,,,,,,,,,,,,,,,,,,,
33429,,,,,,,,,,,,131020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33413,,,,,,,,,,,,,,,,,,,,74458.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81869.1,,,
33406,,,,,,,,,,,,,,,,,,,,,,,,,,,262512,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33404,,,,,,,,,,,,,,,,117556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124635,,,,,,,
33401,,,,,,,,,,,,,,,,,98310.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100580,,,,,,,,,,,,,,,106925,,,,,,
33399,,,,,,,,,,,,,,155780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105273,,,,,,,,,,,,,,,,,,,,,,,
33392,,,,,,,,,,,,,,,,,,,,,58407.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33388,,,,,,,,,,,,,,,,,,80437.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336233,,,,,,,,
33379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57742.9,
33377,,,,,,,,,,,188058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107393,,,,,,,,,,,,,,,,,,,
33372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114655,,,,,,,,,,,,,,,,,,,,,,,,,
33370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164066,,,119701,,,,,,,,,,,,,,,,,,,,,,,
33367,,,,,,,,,,,,,,115651,,,,,51813.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33359,,,,,,,,,,,,,,,,,,,,,44409.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109797,,,,,,,,,,,,,,,,,,,,,,
33357,,,,,,,,,,228707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275721,,,,,,,,,,
33349,,,,,,,,,,,176448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133423,,,,,,,,,
33342,,,,,,,,,,,,169224,,,,,,,,,,,,,,,,,168559,146598,,,,,,,,,,,,,,,,,,,,,,,,,
33338,,,,,,,,,,238499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198095,,,,,,,,
33334,,,,,,,,,,,,,,,,,,,,,,,,,,181877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73241.4,,,,,,,,,,,,,,,,,,,,,
33332,,,,,,,,191290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33331,,,,,,,203349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137267,,,,,,,
33329,,,,,,,,,,,,,,93364.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76544.9,,,,,
33321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80995.2,,,,,,,,,,,,,,,,,,,
33318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129096,,,,,,,,,,,,,,,,,,,,,,
33317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49840.4,,,,,,,,,,,,,,,,,
33315,,,,,,,,,,,,,,,,,,,58948.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173697,,,,,,,,,,,,,,,,,,,,,,,,,
33311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205430,,,,,,,,,,,,,,,,,,,,,,,,,,
33306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171566,,,,,,,
33304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164470,,,,,,,,
33302,,,,,,,271319,253394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209461,,,,,,,,,,,
33301,,,,,,,,,,,,,246948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193379,,,,,,,,,,,,,,,,,,,,,,,
33298,,,,,,,,,,264915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33295,,,,,,,,,,,,,,,,,,,,,,,,,,232924,,164178,,,,,,,,,,,,,,,,,,,,,,,,,,,
33294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200369,,,,,,,,,,,,,
33292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238401,,,,,,,,,
33290,,,,,,,,,,,,,,,142969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33285,,,,,,,,,,,,209288,,,,,,,,,,,,,,,,,,128972,,,,,,,,,,,,,,,,,,,,,,,,,
33282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137496,,,,,,,,,,,,,,,,,,,,,,,,,,
33275,,,,,,,,,,,,,,,,,,,,,,,,,,,,173512,,,,,,,,,,,,,,,,,,,,,,,,,,,
33264,,,,,,,,,,,,150596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33263,,,,,,,210752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33260,,,,,,,,,,,,,,,,,,,,,,,,,,218443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33259,,,,,,,,,165509,,,,,,,,,,,,,,,,,,,,156167,,,,,,,,,,,,,,,,,,,,,,,,,,
33258,,,,,,,,,,,,,,,99711.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308496,,,,,,,,,,
33256,,,,,,,,,,,,,,127783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33251,,,,,,,,,,,,,,,,67719.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172900,,,,,,
33247,,,,,,,,,,,274067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343135,,,,,80574.8,,,
33246,,,,,,,,,,,,,,,,,,,,,,,,,,,275175,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33242,,,,,,,,,,272090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33225,,,,,,,,,,,,,,,144083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33224,,,,,,,,,,,,161979,,96812.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33222,,,,,,,,,,,,,,,,,,,,,,,,,,,,166822,,,198273,,,,,,,,,,,,,,279419,,,,,,,,,,
33221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119364,,,,
33219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307144,,,,,,,,,,,,
33218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124948,,,,,,,,,,,,,,,,,,,,
33216,,,,,,,,,,,,,,,,80416.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33214,,,,,,,,,,,,,,,,,,62974.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188090,,,,,,,
33208,,,,,,,,,,,,,,,,,,,,,,,,,,,296332,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114499,,,,,,,,
33202,,,,,,,,,,297472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33196,,,,,,,,,,,,,,154638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33195,,,,,,,199510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353244,350208,,,,,,,,,,,,,,,,,,,,,,,,,
33192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,442746,,,,,,,,,,
33191,,,,,,,,177183,,,,,,,,,,,,,,,,,,,,163387,,,,,,,,,,,,,,,,,,,,,,,,,,,
33190,,,,,,,,,,,,,,,109852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33187,,,,,,,,,,,,,,,,61533.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33185,,,,,,,,,,,,154294,,,,,,,,,,,,,,,,,,,,,,,,80895.4,,,,,,,,,,,,,,,,,,,
33183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,409128,,,,,,,,,,88315.4,,
33182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92705.7,,,,,,,,,,,,,,,,,,,,
33177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159796,,,,,,
33176,,,,,,,,,,,,,,,,,61311.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115120,,,,,,,,
33174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173909,,,,,,,
33171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49745.8,,,,,,,,,,,,,,,,
33170,,,,,,,,,,,,,,,,,,,75812.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33169,,,,,,,,,,,,,219648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33168,,,,,,,,,,,,,,,,,,,,,,,,,,,,201977,,,,,,,,,,,,,,,,,,,,,,,,,,,
33166,,,,,,,,,,,270441,,,108201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33165,,,,,,,,301923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33164,,,,,,,332703,,,,,,,,,,,,,,,,,,,,344231,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234115,,,,,,,,,
