,Sample name,20210308_C2_80min_SinoN501Y_lowMS1_1,20210308_C2_80min_SinoN501Y_lowMS1_1,20210308_C2_80min_SinoN501Y_lowMS1_1,20210308_C2_80min_SinoN501Y_lowMS1_1,20210308_C2_80min_SinoN501Y_lowMS1_1,20210308_C2_80min_SinoN501Y_lowMS1_1,20210308_C2_80min_SinoN501Y_lowMS1_1,20210308_C2_80min_SinoN501Y_lowMS1_1,20210308_C2_80min_SinoN501Y_lowMS1_1,20210308_C2_80min_SinoN501Y_lowMS1_1,20210308_C2_80min_SinoN501Y_lowMS1_1,20210308_C2_80min_SinoN501Y_lowMS1_1,20210308_C2_80min_SinoN501Y_lowMS1_1,20210308_C2_80min_SinoN501Y_lowMS1_1,20210308_C2_80min_SinoN501Y_lowMS1_1,20210308_C2_80min_SinoN501Y_lowMS1_1,20210308_C2_80min_SinoN501Y_lowMS1_1,20210308_C2_80min_SinoN501Y_lowMS1_1,20210308_C2_80min_SinoN501Y_lowMS1_2,20210308_C2_80min_SinoN501Y_lowMS1_2,20210308_C2_80min_SinoN501Y_lowMS1_2,20210308_C2_80min_SinoN501Y_lowMS1_2,20210308_C2_80min_SinoN501Y_lowMS1_2,20210308_C2_80min_SinoN501Y_lowMS1_2,20210308_C2_80min_SinoN501Y_lowMS1_2,20210308_C2_80min_SinoN501Y_lowMS1_2,20210308_C2_80min_SinoN501Y_lowMS1_2,20210308_C2_80min_SinoN501Y_lowMS1_2,20210308_C2_80min_SinoN501Y_lowMS1_2,20210308_C2_80min_SinoN501Y_lowMS1_2,20210308_C2_80min_SinoN501Y_lowMS1_2,20210308_C2_80min_SinoN501Y_lowMS1_2,20210308_C2_80min_SinoN501Y_lowMS1_2,20210308_C2_80min_SinoN501Y_lowMS1_2,20210308_C2_80min_SinoN501Y_lowMS1_2,20210308_C2_80min_SinoN501Y_lowMS1_2,20210308_C2_80min_SinoN501Y_lowMS1_3,20210308_C2_80min_SinoN501Y_lowMS1_3,20210308_C2_80min_SinoN501Y_lowMS1_3,20210308_C2_80min_SinoN501Y_lowMS1_3,20210308_C2_80min_SinoN501Y_lowMS1_3,20210308_C2_80min_SinoN501Y_lowMS1_3,20210308_C2_80min_SinoN501Y_lowMS1_3,20210308_C2_80min_SinoN501Y_lowMS1_3,20210308_C2_80min_SinoN501Y_lowMS1_3,20210308_C2_80min_SinoN501Y_lowMS1_3,20210308_C2_80min_SinoN501Y_lowMS1_3,20210308_C2_80min_SinoN501Y_lowMS1_3,20210308_C2_80min_SinoN501Y_lowMS1_3,20210308_C2_80min_SinoN501Y_lowMS1_3,20210308_C2_80min_SinoN501Y_lowMS1_3,20210308_C2_80min_SinoN501Y_lowMS1_3,20210308_C2_80min_SinoN501Y_lowMS1_3,20210308_C2_80min_SinoN501Y_lowMS1_3
,Peak #,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54
Name,
32140,,,,,,,,,14076800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,839104,9201050,6303370,,,,,,,,,,,,,,
32136,,,203734,5009140,8844760,,,,,,,,,,,,,,,,3994270,9671510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32133,,,,,,,,,,,,,,,,,,,,420057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32132,,,,,,,,,,,,,,,,,,,,,,,,17206000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22437900,,,,,,,,718344,,,,
32130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15098900,,,,,,,,,,,,,
32129,,,,,,,20132000,,,,,,,,,,,,,,,,17848300,,,,,,,,,,,,,,,,,,,,,17687700,,,,,,,,,,,
32128,,,,,,,,13777700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32127,,,,,,13859200,,,,,,,,,,,,,,,,,,,16096800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32125,,,,,,,,,,,,,,,,1060220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32124,,,,,,,,,,,,,,,,,,,,,,,,,,,,1323500,,,,,,,,,,,,,,,,,,,,,,,,,,,
32121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2281960,,,,,,,,
32117,,,,,,,,,,,,,,,,,,,,,,4958080,,,,,,,,,,,,,,,,,,,4918840,,,,,,,,,,,,,,
32116,,,,,4972430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32114,,,,1796320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4692360,,,,,,,,,,,,,,,
32112,,,,,,,,,,,,,,,,,,,,,1956050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1443720,,879659,,,,,,,,,,,,,,,,,,,,,,,
32109,,,,,,,,,,,,,,,,,818710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,910489,,,,,,,,,,,,,,,,,,,,,,,,,,
32100,,,,,,,,,,,10660300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4136980,,,,,,,,,
32099,,,,,,,,,,14758300,,,,,,,,,,,,,,,20853400,10015000,,,,,,,659049,,,,,,,,,,,19458600,,,,,,,,,,,
32098,,,,,,,,,,,,,,,,,,,,,,,,,,,3184000,,,,,,,,,,,,,,,,,,18196600,,,,,,,,,,
32096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5612640,,,,,,,,,,,,,,,
32095,,,,1794900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32091,,,,,,,,,15570400,,,,,,,,,,,,,,,17436600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32090,,,,,,,,,,,,,,,,1066030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32089,,,,,,,,14865800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339504,,,,,,,,,,,,,,,,
32085,,,,,,,19417500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19222700,,,,,,,,,,,,
32083,,,,,,,,,,,,,,,,,,,,787886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32082,,,,,,,,,,,,,,,,,,,,,,,32332700,,,,,,,,,,,,,,,,,,,32615900,,,,,,,,,,,,,
32081,,,402280,,,33297400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17573300,,,,,,,,,,,,,,
32078,,,,,,,,,,,,,,,,,,,,,,15714300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32077,,,,,7348450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32071,,,,,,,,,,,,,,,,,,,,,2535120,,,,,,,,,,,,,,,,,,,5590410,,,,,,,,,,,,,,,
32066,,,,1378440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5593700,,,,,,,,,,,,
32059,,,,,,,,5696820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8647730,,,,,,,,,
32057,,,,,,,,,,,,,,,,,,,,,,,,7301380,,10165400,,,,,,,,,,,,,,,,,,,,,,,,,873901,,,,
32056,,,,,,,,,,,,,1593000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32054,,,,,,,,,,,,,,,,,,,,,,,,,,,1317660,,,,,,,,,,,,,,,,,,,,,,,736360,,,,,
32053,,,,,,,,,,,,,,,,,,,,,1898960,,,,,,,,,,,,,,,,,,,,,,,,10018800,,,,,,,,,,
32050,,,,,,,,,,,5690470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32049,,,,,,,,,,9329020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32048,,,,,,,,,,,,,,,,,,,,,,,,,13936800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32046,,,,,,,,,10579200,,,,,1244900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32044,,,,2210350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13373500,,,,,,,,,,,
32040,,,,,,,,11050900,,,,,,,,,,,,,,,,15329100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32039,,,826294,,,,,,,,,,,,,,,,,1254180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280620,,,,,,,,,,,,,,,,,
32034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2222990,,,,,,,,,,,,,,,,,,,1447430,,,,,,
32033,,,,,,,,,,,,,,,,,,,,,2032690,,,,,,,,,,,,,,,,,,1972790,,,,,,,,,,,,,,,,
32030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3450650,,,,,,,,,,,,,,,
32029,,,,,,,,,,,,,,,,,,1057860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32025,,,,,14802700,,,,,,,,,,1706450,1965580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32024,,,,,,,42256600,,,,,,1555460,1063610,,,,,,,,29752100,,,,,,,,,,,,,,,,,,,,,46512100,,,,,,,,,,,,
32023,,,,,,70394600,,16074700,,,,,,,,,,,,,,,75868900,,,,,,,,,,,,,,,,,,32082200,82689000,,,,,,3400720,,,,,,,
32022,,,,,,,,,,,,,,,,,,,,,,,,22063600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32020,,,,,,,,,9101950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10143500,,,,,,,,,,,
32016,,,,,,,,,,8412500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32015,,,,,,,,,,,3910190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2466440,,,,,,,,,
32011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7304190,,,,,,,,,,
32010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3551030,,,,,,,,,,,,,,,
32005,,,,,,,,,,,,,,,,,,,,,,,,,,6304330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32001,,,,,,,,,,,,,,,,,,,,,,,,,11568700,,1990970,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31998,,,,,,,,,7888000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10167400,,,,,,,,,,,
31996,,,777522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31994,,,,,,,,,,,,,,,,,,,,1484580,5470920,,,,,,,,,,,,,,,,,,3818080,,,,,,,,,,,,,,,,
31993,,,,6162600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5206920,,,,,,,,,,,,,,,
31991,,73530.2,,,8651830,,,,,,,,,,,,,,,,,10258600,,,,,,,,,,,,,,,,,,,14014100,33327600,,,,,,,,,,,,,
31989,,,,,,30432900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31986,,,,,,,,,,,,,,,,,,,,,,,,18159000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33052000,,,,,,,,,,,,
31984,,,,,,,34057800,13834400,,,,,,,,,,,,,,,38136500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1192890,,,,,,,,,,,,,,,,,1775210,,,,,,,
31980,,,,,,,,,7480410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31979,,,,,,,,,,2826340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31978,,,,,,,,,,,,,,,,,,,,,,,,,6214410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31976,,,,,,,,,,,,,,1536730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3740370,,,,,,,,,
31958,,,,,,,,,,,4447170,,,,,,,,,,,,,,,9661370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13234700,,,,,,,,,,
31956,,,,,,,,,,12498300,,,,,,,,,,798576,,,,,,,,,,,,,,,,,,,1656190,,,,,,,,,,,,,,,,
31954,,,,4906310,,,,,14899500,,,,,,,,,,,,,,,,18947500,,,,,,,,,,,,,,,,,,,14238100,,,,,,,,,,,
31953,,,,,,,,,,,,,,,,,,,,,4034640,,,,,,,,,,,,,,,,,,,,8075160,,,,,,,,,,,,,,
31952,,,712072,,4514050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20809500,,,,,,,,,,,,,
31951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3789100,,,,,,,,,,,,,,,
31949,,,,,,,,,,,,,,,,,,,,,,4834510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31948,,,,,,,,10497600,,,,,,,,,,,,,,,,18567500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1865540,,,,,,,,
31943,,,,,,,,,,,,,,,,,,,,,,,22353700,,,,,,,,,,,,,,,,,,,,21250200,,,,,,,,,,,,
31942,,,,,,19900800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31941,,,,,,,21866500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31935,,,,,,,,,,,,,,,,,,831874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31934,,82793.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31918,,,,,,,,,,,3301280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1642660,,,,,,,,,,,,,,,,,,,,,,,
31916,,,,,,,,,,,,,,,,,,,,,,,,,,4843640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31915,,,,,1202330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,632506,,,,,,,,,8324150,,,,,,,671393,,,
31914,,,,2531450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31912,,,,,,,,,,,,,,,,,,,,,,,,,10560800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11603100,,,,,,,,,,,
31910,,,,,,,,,10160400,,,,,,,,,,,,1122370,,,,,,,,,,,,,,,,,,1074770,3002470,,,,,,,,,,,,,,,
31908,,,,,,,,7475360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31904,,,,,,,,,,,,,,,,,,,,318491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31903,,,,,,,,,,,,,,,,,,,,,,,,10561900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31902,,,622346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31899,,,,,,,14510800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17696500,,,,,,,,,,,,
31897,,,,,,,,,,,,,,,,,,,,,,,19995800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31896,,,,,,17541500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21715000,,,,,,,,,,,,,
31894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5962530,,,,,,,,,,,,,,
31891,,,,1282070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31890,,,,,,,,,,,,,1023680,,,,,,,,,6230340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31888,,,,,907182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31887,,,,,,,,,,,,,,,,,,1255140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31878,,,,,,,,,,,,,,,,,,,,,,,,,,2960410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31877,,,,,,15567400,,,,,,,,,,,,,,,,,18581500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31876,,,,,,,11555900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18519000,11805500,,,,,,,,,,,,
31875,,,,,,,,4148900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5798640,,,,,,,,,,,,,,
31874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1025300,,,
31873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5344270,,,,,,,,,,
31872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5478860,,,,,,,,,,,
31871,,,,,,,,,,,,,,,,,,,,,,,,7847160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31870,,,,,,,,,,,,,,,,,,,,,,,,,6934100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31869,,,,,,,,,,,,,,,,,,,,,1680110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31868,,,,,,,,,,,,,,,,764383,,,,,,,,,,,,,,,,,,,,,,,,1953110,,,,,,,,,,,,,,,
31867,,,,,,,,,,5218130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107147,,,,,,,,,,,,,,,,,
31861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,956534,
31859,,,258437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31857,,,,,,,,,3505190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31854,,,,,,,,5324850,,,,,,,,,,,,499610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31852,,,,,,,9720100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1288070,,,,,,,
31851,,,,,,13790700,,,,,,,,,,,,,,,,,14350400,,,,,,,,,,,,,,,,,,,14063000,12373400,,,,,,,,,,,,
31850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1784380,,4951500,,,,,,,,,,,,,,
31847,,,,1902050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31840,,,,,,,,,,,,,,,,,,,,,,,,,,1649350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1509340,,,,,,,,,,672580,,,,,
31822,,,,,2324330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31815,,,,,,,,6755570,,4865730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31814,,,,,,,,,,,,,,,,,,,,,,,,10692900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31813,,,,,,,,,,,,,,,,,,,,,,,,,,4100810,,,,,,,,,,,,,,,,,,6406120,,,,,,,,,,,
31812,,,253560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31811,,,,,,,,,5754660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11020400,,,,,,,,,,,1721850,
31810,,,,,,14404900,,,,,,,,,,,,,,,,,16681500,,5346930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1702300,16102500,,,,,,,,,,,,,
31808,,,,,,,,,,,,,,,,,,,,,,5147990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31807,,,,,,,,,,,,,,,,,,,,243119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1120710,,,,,,,,,,,,,,,,
31801,,,,,,,,,,,,,,,,,,,,,,,,,,,1611350,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31796,,,,,,,9724130,5302790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31788,,,,,,,,,,,,,,,,,,,,,,2308340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31786,,,,,,,,,,,,,,,,,,648376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1144480
31782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1002720,,,,,,,,,,,,,,,
31781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415370,,,,,,,,,,,,,,,,
31770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2624100,,,,,,,,,,
31766,,,,,,,,,,,2503000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31764,,,,,,,,,,,,,,,,,,,,,516534,,,6948060,,,,,,,,,,,,,,,,,,,,2970090,,,,,,,,,,,
31758,,,,,,,6590700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,747062,,,,,,,,,,,,,,,,,,
31757,,,,,,,,4765430,4742810,,,,,,,,,,,202080,,,7669220,,,,,,1134930,,,,,,,645479,,,,,,,9776740,,,,,1308680,,,,,,,
31756,,,,,,,,,,1870110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31754,,,,,,6847370,,,,,,,,,,,,,,,,,,,4905850,,,,,,,,,,,,,,,,,6680650,,,,,,,,,,,,,
31749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2543610,,,,,,,,
31746,,,,,,,,,,,,,,,,,,,,,,,,,,3527630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2198790,,,,,,,,,,,,,,
31729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4506790,3457990,,,,,,,,,,,,
31728,,,,,,,,,,,,,,,,,,,,,,,3582150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31727,,,,,,3489010,,,,,,,,,,,,,,,,2674190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1788340,,,,,,,,,,,,,,,
31721,,,,,,,,,,,,,,,,,,,,,1105330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1059040,,,,,,,,,,,,,,,,,,,,,,,,,
31710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3339800,,,,,,,,,,,
31708,,,,,,,4100540,3203230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5222880,,,,,,,,,,,,
31706,,,,,,4706130,,,,,,,,,,,,,,,,,6988430,,,,,,,,,,,,,,,,,,,6002760,,,,,,,,,,,,,
31704,,,,,,,,,,,,,,,,,,,,,,1418390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31692,,,,,,,4440750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31691,,,,,,,,,,,,1586150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31689,,,,,,,,,,,,,,,,,723086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352922,,,,,,,,,,,,,,,,
31680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,605926,,,,,,,,,,,,,,,,,,
31666,,,,,,,,,,,,,,,,,,,,,687000,,,,,,,,,,,,,,,,,,361173,1959100,,,,,,,,,,,,,904506,,
31653,,,,,,,,,3539880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31651,,,,,,,,,,,,,,,,,,,,,,,,,4363780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31650,,,,,,,,917988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31649,,,,,,9948800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11887400,1677190,,,,,,,,,,,
31648,,,,,,,11360300,,,,,,,,,,,,,,,,10297900,,,,,,,,,,,,,,,,,,,13174500,,,,,,,,,,,,,
31631,,,,,,,,,,,,,,,,,,,,253300,,,,,,,,,,,,,,,,,,,,,,,7182680,,,,,,,,,,,,
31628,,,,,,,,,,,,,,,,,,,,,536705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1674450,,,,,,,,,,,
31619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,622733,,
31606,,,,,,,3174820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3202280,,,,,,,,,,,,
31604,,,,,,,,,,,,,,,,,,,,,,,,4710180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31603,,,,,,,,,,,,,,1426420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
