,Sample name,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_1,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_1,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_1,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_1,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_1,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_1,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_1,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_1,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_1,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_1,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_1,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_1,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_1,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_1,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_1,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_1,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_1,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_1,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_2,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_2,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_2,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_2,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_2,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_2,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_2,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_2,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_2,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_2,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_2,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_2,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_2,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_2,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_2,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_2,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_2,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_2,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_3,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_3,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_3,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_3,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_3,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_3,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_3,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_3,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_3,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_3,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_3,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_3,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_3,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_3,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_3,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_3,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_3,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_3
,Peak #,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54
Name,
34113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149683,,,,,
34101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293331,
34099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312703,,,,,,,,,,,,,,,,,,,
34098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314867,,311853
34097,,,,,,,,,,,,,,,,,,325935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500143,,,,,,,,,,,,154958,,,,,,
34091,,,,,,,,,,,,,,,,,,,263521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34090,,,,,,,,,,,,,,184491,,,,,,,,,,,,,,,,,,,,342212,,,,,,,,,,,,,,104200,,,,226692,,,
34089,,,,,,,,,,,,,,,,,500299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250284,,,,,,,,,,,,,,,,,,,,
34086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217915,,,,,,,,,,,,,,,,,,,,,,
34083,,,,,,,,,,,,,,,,,,,,,,,198746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273450,,,,
34063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230872,,,,,,,,,,,,,,,,,,,,,
34059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249313,332002,,,,,,,,,,,,,,,,,,,
34057,,,,,,,,,,,,,,,,151996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263912,
34056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,498552,,,,,,,,,,,,,,,207257,,,
34055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313259,,
34054,,,,,,,,,,,,,,,,,264101,,,,,,,,,,,,,,,,166611,,,,,,,,,,,,,,,,,,,,,,
34053,,,,,,,,,,,,,,,,,,,342745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311142
34049,,,,,,,,,,,,,,,,,,333000,,,,,198244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168773,,,,,
34031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313383,,,,,,,,,,,,,
34030,,,,,,,,,,,,,,,,,,405162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34029,,,,,,,,,,,,,,,,404059,,,,,,,,,,,,,,,,,279066,,,,,,,,,,,,,,,,,,240452,,,,
34027,,,,,,,,,,,,,,,268067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34021,,,,,,,,,,,,,,,,,,,366260,,,,,,,,,,,,,219859,,,,,,,,,,,,,,,,,,,,,,,
34019,,,,,,,,,,,,,,,,,494191,,,,,,,,,,,,,,,,,,,,427051,,,,,,,,,,,,,,,,417798,,263083
34018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390783,,,,,,,,,,,,,,,,,,370034,
34017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297406,,,,,,,,,,,,,,,,,,,,
34016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198480,,,
34015,,,,,,,,,,,,,254902,,,,,,,,,,,,,,,,,,,,,353354,,,,,,,,,,,,,,,,,,,,,
34007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217795,,,,,
34000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144534,,,,,,,,,,,,,,,,,,,,,,,,,
33999,,,,,,,,,,,,,,,,,,,,,,109031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33988,,,,,,,,,,,,,,,276910,,,,162171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33987,,,,,,,,,,,,,,,,,,341528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194020,,,,
33984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288569
33983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326618,,,,466744,,,,,,,,,,,,,,,324740,,432668,
33982,,,,,,,,,,,,,,,,365031,495051,,,,,,,,,,,,,,,,,526468,,,,,,,,,,,,,,,,,,,,,
33981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512858,,,,,,,,,,,,,,,,,,537865,,
33980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388175,,,,,,,,,,,,,,,,,,,
33947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377934,394701,,,,,,,,,,,,,,,,,162517,
33946,,,,,,,,,,,,,,,,,161523,,317030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252138
33945,,,,,,,,,,,,,,,,,,303750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242827,,,,,,,,,,,,,,,,,,,,
33943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248238,,240661,,
33942,,,,,,,,,,,,,,303897,,,,,,,,,,,,,,,,,,,266412,,,,,,,,,,,,,,,115305,,162462,,184211,,,
33941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216977,,,,,,,,,,,,,,,,,,,,,
33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195105,246300,412546,,,,,,,,,,,,,,,,,,,,133094
33915,,,,,,,,,,,,,,,,,363061,,,,,,,,,,,,,,,,,,,370453,,,,,,,,,,,,,,,,,,,
33913,,,,,,,,,,,,,,,,,,,,,,,,,,,,184142,,,,,,,,,,,,,,,,,,,,,,,,,,,
33912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,509081,,,,,244352,,,,,,,,,,,317045,,
33911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160346,,,,,,,,,,,,,,,,,,,,,,,
33909,,,,,,,,,,,,,,,,,,,484621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181667,,,,
33908,,,,,,,,,,,,,,,,,,445627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262469,,,
33906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160393,,,,,
33904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175661,
33890,,,,,,,,,,,,,,,,,,,,,,152616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267648,,,,,,,,,,,,,
33885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141566,,,,,
33881,,,,,,,,,,,,,,,,426401,,,,,,,,,,,,,,,,322946,,,,,,,,,,,,,,,,,,,,,,,
33880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314150,,,,,,,,,,,,,,,,,,,,,,
33876,,,,,,,,,,,,,,,,,665490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381638,,,
33875,,,,,,,,,,,,,,,367044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33873,,,,,,,,,,,,,,,,,,643012,209288,,,,,,,,,,,,,,,,754582,526698,308984,,,,,,,,,,,,,,,,512557,528405,
33872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388554,,,,,,,,,,,,,,,,,,,,,286944
33870,,,,,,,,,,,,,,401741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319574,,,,
33865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67656.3,,,185843,,,,,,,,,,,,,
33864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167519,,,,,
33859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249651,,,,,,,,,,,,,,,,,,,,,,,,
33858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237550,,,,,,
33851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132863,,,,,,,
33846,,,,,,,,,,,,,,287992,,,,,,,,,,251837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33839,,,,,,,,,,,,,221978,,,,,,,,,,,,,,,,,,,,,375135,715621,,,,,,,,,,165198,,,,,,,,,,
33838,,,,,,,,,,,,,,,488205,,,,292114,,,,,,,,,,,,,,,,,354567,,,,,,,,,,,,,,,367835,,,,
33837,,,,,,,,,,,,,,,,,,464452,,,,,,,,,,,,,,,,,,,418497,,,,,,,,,,,,,,,,,,
33836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,567069,
33835,,,102455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431106,307937,,,,,,,,,,,,,,,,,,,,,,
33834,,,,,,,,,,,,,,,,529951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247897,,,,,
33833,,,,,,,,,,,,,,,,,738537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,643503,,211434
33831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,404207,,,
33811,,,,,,,,,,,,,244803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197253,,,,,,166794
33803,,,,,,,,,,,,,,,,,286018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256279,288532,,,,,,,,,,,,,,,,,,
33800,,,,,,,,,,,,,,,,,,303482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370752,
33799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313608,552444,,,,,,,,,,,,,,,,,,,,
33797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185859,321256,,,,,,,,,,,,,,,,,,,,344682,,
33796,,,,,,,,,,,,,,,248325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289330,,,
33795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298481,,,,,
33790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214400,,,,,,,,,,,,,,,,,,,,,,,,,
33779,,,,,,,,,,,,298487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33776,,,,,,,,,,,,,,,,,245460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33775,,,,,,,,,,242259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316160,,
33767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333202,,,
33766,,,,,,,,,,,,,,,,,,,363847,,,,,,,,,,,,,,,,493479,,302688,,,,,,,,,,,,,372840,,,,,
33765,,,,,,,,,,,,,,,,428219,,,,,,,,,,,,,,,,,,192246,,,,,,,,225496,,,,,,,,,128335,,,,
33764,,,,,,,,,,,,,,,169628,,,315682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397219,
33761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190571,,,,,,,,,,,,,,,,,,,,,,,
33760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257839,,,,,,,,,,,,,,,,,,,
33759,,,,,,,,,,,,,305065,301671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152848,,,,,,,,,
33755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213033,,,,,,,,,,,,,,,,,,,,,,,,,
33753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206043,,,,,,,,,,,,,,,,,,,,,,,,
33749,,,,,,,,,,,200588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33740,,,,,,,,,,,,,,,229537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343237,,,,,,,,,,,,,,,,,,,,,,
33737,,,,,211904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,444976,,,
33734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307188,,,,,,,,,,,,,,,,,,,,,
33733,,,,,,,,,,,,,,315888,,,,,,,,,,,,,,,,,,,,,,,314282,,,,,,,,,,,,,,,,,,
33730,,,,,,196429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,767831,,,,,,,,,,,,,,,,,,,,
33729,,,,,,,,,,,,,,,,,,,,,,73507.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159228
33728,,,,,,,,,,,,,,,,,,366045,330966,,,,,,,,,,,,,,,,,467312,,,,,,,,,,,,,,,,,519701,,
33726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,614793,
33725,,,,,,,,,,,,,,,,,610090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33724,,,,,,,,,,,,,,,,534554,,,,,,,,,,,,,,,,238841,,,,,,,,,,,,,,,,,,,,,,,
33722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322443,,,,,
33721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290434,,,,
33716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141761,,,,,,,,,,,,,,,,,,,,,,,,
33711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196850,,,,,,,
33698,,,,,,,,,,,,,181450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33696,,,,,,,,,,,,,,237162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431162,,,,
33694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512683,,,
33693,,,,,,,,,,,,,,,,212171,,,,,,,,,,,,,,,,,,472649,,635565,187413,,,,,,,,,,,,,,,,524608,,
33692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,423996,,,,,,,,,,,,,,,,,,,,,,
33691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251864,,,784645,,,,,,,,,,,,,,,,,,,,
33690,,,,,,,,,,,,,,,,,561281,,312913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160031,,,,,,,,,,,,,,,,,,,,,,,,
33687,,,,,,,,,,,,,,,,,,693942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,631177,300785
33675,,,,,,,,,,,,,,,172580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229141,,,,,,
33668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238664,,,,,,,,,,,,,,,,,,,,,,,,
33662,,,,,,,,,,,,,,,,,,,,,,,,305836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33657,,,77948.1,,,,,,,,,,,,,,,319177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148697,
33655,,,,,,,,,,,,,,,,,,,151317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336658,,,,,
33654,,,,,,,,,,,,,,467564,,,411555,,,,,,,,,,,,,,,406421,,,227528,,,,,,,,,,,,,,,,,,504717,,
33653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,539825,,,,,,,,,,,,,,,,,,425211,,,
33652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375996,,,,,,,,,,,,,,,,,,436204,,,,
33651,,,,,,,,,,,,,,,554221,,,,,,,,,,,,,,,,,,,,,293276,,,,,,,,,,,,,,,,,,,
33650,,,,,,,,,,,,,,,,400303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286749,,,,,,
33626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292464,,,,
33625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376454,,,
33623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239795,,,,,,,,,,,,,,,,,,,
33622,,,,,,,,,,,,,,,,,434297,348880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33620,,,,,,,,,,,,,,,,307410,,,,,,,,,,,,,,,,417321,,347928,,,,,,,,,,,,,,,,,,,,,
33618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,466484,,,,,,,,,,,,,,,,,,412932,,
33617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,489144,,,,276360,,,,,,,,,,,,,444903,,,,,
33616,,,,,,,,,,,,,,,476115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33613,,,,,,,,,,,,,,,,,,,,,,,,,,,,196361,,,,,,,,,,,,,,,,,,,,,,,,,,,
33611,,,,,,,,,,,,,403293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139425,,,,,,,
33599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236793,,,,,,,,
33597,,,,,273952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33592,,,,,,,,,,,,,,,282280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33590,,,,,,,,,,,,,,,,603479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218271,,,,555769,,
33587,,,,,,,,,,,,,,,,,,498289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33585,,,,,,,,,,,,,,,,,553016,,,,,,,,,,,,,,,,,450758,,,,,,,,,,,,,,,,,,,,,
33583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,560906,,,,,,,,,,,,,,,,,,,481886,
33581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,422897,,,,,,,,,,,,,,,,518753,,,
33579,,,,,,,,,,,,,,283420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315953,,,,129480
33578,,,,,,,,,,,,,,,,,,,202051,,,,,,,,,,,,,,329311,,,,,,,,,,,,,161497,,,,,,,,,
33575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348613,,,,,,,,,,,,,,,,,,,,,,,
33571,,,,,,,,,,,,,274552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33570,,,,,,,,,,,,,,,369466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420071,,,,,
33554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256635,,,,,,,,,,,,,,,,,,,,,,,,,
33551,,,,,,,,,,,,,,,,,,,313583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420498,,,
33549,,,,,,,,,,,,,,,,503914,,,,,,,,,,,,,,,,,,,380513,,,,,,,,,,,,,,,,,,,,
33548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275608,,,,,,,,,,,,,,,,,,,,280501,,,,
33547,,,,,,,,,,,,,,494049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368872,400392,,,,,,,,,,,,,,,,,,,,,,
33544,,,,,,,,,,,,,,,,,,514910,,,,,,,,,,,,,,,,,,556952,217070,,,,,,,,,,,,246618,,,,,,
33543,,,,,,,,,,,,,,,408376,,618489,,,,,,,,,,,,,,,,,476258,,,,,,,,,,,,,,,,,,,,538871,346741
33540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,434438,,
33516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308438,,,,,
33514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292828,,,,,,,,,,,,,,,,,,,,,
33513,,,,,,,,,,215008,,,,,,,,,,,,,,,,,,,,,,,,,224218,,,,,,,,,,,,,,,,,,,,
33512,,,,,,,,,,,,,435734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160420,,,,,,,,
33510,,,,,,,,,,,157349,,,,,,,,,,,,,,,,,,,,220626,,,,,,,,,,,,,,,,,,,,,,,,
33508,,,,,,,,,,,,,,,,659735,,,,,,,,,,,,,,,,401720,,,,,,,,,,,,,,,,,,,,,418277,174940,
33507,,,,,,,,,,,,,,559174,,,340554,,,,,,,,,,,,,,,,,,,206860,,,,,,,,,,,,,,,,,,,
33506,,,,,,,,,,,,,,,678104,,,,,,,,,,,,,,,,,,570964,,,,,,,,,,,,,,,,,,478801,581096,,,
33504,,,,,,,,,,,,,,,,,,302925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33499,,,,,,,,,,,,,,,,,,,,,,90472.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176204,,,,,,,,,,,,,
33481,,,,,,,,,,,270863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
