,Sample name,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_1,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_1,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_1,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_1,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_1,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_1,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_1,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_1,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_1,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_1,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_1,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_1,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_1,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_1,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_1,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_1,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_1,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_1,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_2,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_2,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_2,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_2,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_2,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_2,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_2,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_2,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_2,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_2,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_2,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_2,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_2,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_2,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_2,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_2,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_2,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_2,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_3,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_3,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_3,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_3,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_3,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_3,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_3,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_3,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_3,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_3,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_3,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_3,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_3,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_3,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_3,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_3,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_3,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_3
,Peak #,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54
Name,
32969,,,,,,,,,390015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387172,,,,,,,,
32965,,,,,,,,,,,,,,,574181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,666460,,,,,,,,,,,,,,,,,,,270090,,,,
32963,,,,,,,,,,,,,570185,713705,,,,,,,,,,,,,,,,,,,,,,,,,,74590.4,,,,,,,,,,,,,,,
32962,,,,,,,,,,,,,,,,147603,,,,,,,,,,,,,,743835,,,362939,,,,,,,,,,,,,,,,,498581,,,,,
32961,,,,,,,,,,,,998200,,,,,,,,,,,,,,,,,471402,,,,,,,,,,,,,,,,,,,699063,,,,,,,
32960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,471715,,,282219,,,
32959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,471028,,,,,,,,,,,,,,,,,,,,,,,,
32951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169506
32949,,,,,,,,,366534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32945,,,,,,,,708678,,,,,,,,,,,189410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177411,,,,,,,,,,,,,,,,,,,,,
32940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233888,,,,,,,,,,,
32938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358017,,,,,,,,,,,,,,,,,,,,,,,,,
32937,,,,,,,,,,294326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365092,,,,,,,,
32933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129868,,,,,,,,,,,,,,,,,,
32931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323582,,,,,,,,,
32927,,,,,,,,,,,,,,,,,,,,88546.3,,,,,,,,496575,,,,,,,,,,,,104134,,,,,,,,,,,,,,,
32926,,,,,,,,,,,,,,718766,764323,,,,,,,,,,,,,,,,,553411,,,,,,,,,,,,,,,,,,,547958,,,,
32925,,,,,,,,,,,,,,,,385499,,,,,,,,,,,,,,,493208,,,,,,,,,,,,,,,,,,,,,,,,
32924,,,,,,,,,,,,,691847,,,,,,,,,,,,,,,,,,,,493207,,,,,,,,,,,,,,,,,482240,,,,,
32922,,,,,,,,,,,547273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,464195,595500,,,,,,
32917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373737,,,,,,,,,,,,,,,,,,,,,,,,,,
32914,,,,132424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134598,,,,,,,,,,,,,,,,,,
32913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,631465,,,,,,,,
32911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334411,,,,,,,,,,,
32906,,,,,,,,,,460688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32902,,,,,,,,,,,,,,,,,,,,,,,,,,,,461568,,565121,,,,,,,,,,,,,,,,,,,,,,,,,
32901,,,,,,,,393787,,,,905641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32899,,,,,,,,,,,,,,,,,,,,,,,,,,,408761,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32898,,,,,,,,,,,772685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,611242,,,,,,,
32896,,,,,,,,,456151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520896,,,,,,,,,,,,,,,,,,,,,,,,,,
32892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,516114,,,,,,,,,,,,,,518171,,,,,,,,,
32891,,,,,,,,,,,,,,,,,,,,,56311.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,487917,,549493,,,,
32889,,,,,,,,,,,,,742468,,,,,,,,,,,,,,,,,,500120,,,,,,,,,,,,,,,,,,,,,,,,
32888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336889,,,,,,,,,,,
32887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500244,,,446489,,,,,
32886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,403356,,,,,,,,,,,,,,,,,,,,,,
32885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362729,,,,,,,,,,,,,,,,,,,,,
32884,,,,,,,,,,,,,,,,484740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,408319,,,
32883,,,,,,,,,,,,,,,660792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32881,,,,,,,,,,,,,,540306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138927,,,,,,,,,,,,,,,,,,
32879,,,,,,,,539897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172601,,,,,,,,,,,,
32875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450575,,,,,,,,,,
32874,,,81063.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,491264,,,,,,,,,
32863,,,,,,,,,,,793415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,661172,,,,,,,,
32861,,,,,,,,,,,,,,,,,,,,,,,,,,,244055,,565500,,,,,,,,,,,,,,,,,,,,,,,,,,
32859,,,,155168,,,,,,533181,,,,,,,,,,,,,,,,,,455406,,,,,,,,,,,,,,,148937,,,,,,,,,,,,
32855,,,,,,,,,636071,,,,,,,,,,,,78634.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,910322,835547,,,,,,,,,,,,,,,,,,,,,,,,
32852,,,,,,,,,,,,1132620,1202730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32851,,,,,,,,,,,,,,,442016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,596725,778205,,275324,,,,
32850,,,,,,,,,,,,,,722245,,,,,,,,,,,,,,,,,,679887,,,,,,,,,,,,,,,,,,515594,,,,,
32849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393584,,,,,,,,,,,,,,,,,,,,,,
32847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,410415,468081,,,,,,,,,
32840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175225,,,,,,,,,,,
32839,,,,,,,,,,,,,,,,,,,,,,,,,,,,433481,,,,,,,,,,,,,,,,,,,,,,,,,,,
32838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229008,,,,,,,,,,,,
32835,,,,,,,,,,640839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32822,,,,,,,,,,,,,,,,,,,,,,,,,,,380915,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,623826,,,,,,,
32819,,,,,,,,,508141,,,,,,351042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32818,,,,,,,,,,,,949123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,682959,,,,192635,,,,
32817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,715262,,,,,,,,,,,,,,,,,,,,,,,,,,
32816,,,,,,,,,,,,,,573013,,,,,,,,,,,,,,,,,,499331,,,,,,,,,,,,,,,,,,,,,,,
32815,,,,,,,,,,,,,1338030,,,,,,,,,,,,,,,,,815971,,,,,,,,,,,,,,,474083,,,,880120,506392,,,,,
32814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1191720,,206576,,,,,,,,,,,,,,,,,,,,,,
32805,,,,,,,,,,601843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,478953,,,,,,,,,
32801,,,,,,,,425085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32800,,,,,,,,,,,952513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32799,,,,,,,,,,,,,,,,,,,,,,,,,,,,705865,,,,,,,,,,,,,,,,,,,692626,,,,,,,,
32797,,,,,,,,,482236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32796,,,,,,,,,,,,734371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,460645,,,,,,,,,,
32792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66316.2,,,,,,,,,,,,,,,
32790,,,,,,,,,,,,,,,,185265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32785,,,,,,,,,,,,,,,364627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32784,,,,,,,,,,,,,,,,,,,,,,,,,,,503655,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325132,,,,,,,,,,,,,,,,,,385481,,,,
32781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,530618,,,,,,,,,,,,,,,,,,,,,,,,,,
32779,,,,,,,,,,,,,849351,,,,,,,,,,,,,,,,,945194,,,,,,,,,,,,,,,,,478282,685938,643409,,,,,,
32778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536592,,,,,,,,,,,,,,,,,,,,,,,
32777,,,,,,,,,,,,,,702137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384726,,,,,
32776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,769473,,,,,,,,,,,,,,,,,,,,,,,,
32775,,,,,,,,,425966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32769,,,,,,,,602106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,426287,,,,,,,,,
32760,,,,,,,,,,,,,,,,,,,,,,,,,,,609630,620595,,,,,,,,,,,,,,,,,,,,,,,,,,,
32759,,,,,,,,,,604878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32758,,,,,,,,,,,1313580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,632638,,,,,,,,
32757,,,,,,,,,,,,,,,,,,,,,62705.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,783102,,,,,,,,,,,,,,,,,,,,,,,,,,
32755,,,,,,,,,,,,,,,,,,,,,,,,,440874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,460748,,,,,,,,,,
32748,,,,,,,,,,,,,,,,205517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32747,,,,,,,,,,,,1270520,,,,,,,,,,,,,,,,,,1255390,,,,,,,,,,,,,,,,,,,,,,,,,
32746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358434,,,,,,,,,,,,,,,,,,,,,,
32745,,,,,,,,,,,,,728522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,969183,,,,,,,
32744,,,,,,,,,,,,,,528687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,892979,,,,,,,,,,,,,,,,,,630569,,,,,,
32742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,509623,,,,,,,,,,,,,,,,,,,,,,,
32740,,,,,,,,,,,,,,,446974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599329,,,,,,,,,
32736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339362,394349,,,,
32734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227770,,,,,,,,,,,,,,,,,,,,,
32730,,,,,,,,,,,,,,,,,,,,,,,,,,610009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32728,,,,,,,,,612801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32725,,,,,,,,860020,,,,,,,,,,,,,,,,,,,739149,,,,,,,,,,,,,,,,,,651338,,,,,,,,,,
32721,,,,,,,,,,,,,,,,,,,,,,,,,,,,1011970,,,,,,,,,,,,,,,,,,,,,,,,,,,
32720,,,,,,,,,,742999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,748949,752137,,,,,,,,
32715,,,,,,,,,,,863996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,795280,,,,,,,,,,,,,,,,,,,,,,,,,,
32709,,,,,,,,,,,,1572300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,901193,,,,,,,
32707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1493340,,,,,,,,,,,,,,,,,,,,,,,151071,,
32705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,988426,,,,,,
32704,,,,,,,,,,,,,1484340,803783,,,,,,,,,,,,,,,,,1325790,568796,,,,,,,,,,,,,,,,,,482537,,,,,
32703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156492,,,,
32702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51063.3,,,,,,,,,,,,,,,,
32700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184988,,,,,,,,,,,,,,,,,,,,,,
32694,,,,,,,,,,641405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,583052,,,,,,,,,
32692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,587302,,,,,,,,,,
32689,,,,,,,,,,,,,,,,,,,,,,,,,,,,837635,,,,,,,,,,,,,,,,,,,,,,,,,,,
32688,,,,,,,,,821239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32686,,,,,,,,,,,,,,,,,,,,,,,,,,,867248,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32683,,,,,,,,,,,,,,,,,,,,,,,,,264272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1080830,,,,,,,,,,,,,,,,,,,,,,,,,,
32677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,938667,,,,,,,,
32676,,,,,,,,,,779930,1306360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,429369,,,,,,,,,,,
32673,,,,,,,,566899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32672,,,,,,,,,,,,1347490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,572747,,,898982,1038470,,,,,,
32670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169320,,,,
32669,,,,,,,,,,,,,1391970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32668,,,,,,,,,683465,,,,,646587,,,,,,,,,,,,,,,,,1331680,,,,,,,,,,,,,,,,,,,,,,,,
32666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1145590,,,,,,,,,,,,,,,,,,,,411573,,,,,
32664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344367,,,,,,,,,,,,,,,,,,,,,,,
32661,,,,,,,,,,,,,,,,,,,,,,,,,271610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32657,,,,,,,,,,,,,,,,,,,,,,,,,,575366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32656,,,,,,,,635478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,666418,,,,,,,,
32654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,497305,,,,,,,,,
32651,,,,,,,,,,,,,,,,,,,,,57875,,,,,,,,,,,,,,,,,,,,,,,662829,,,,,,,,,,,
32650,,,,,,,,,,,,,,,,,,,,,,,,,,,738833,634989,,,,,,,,,,,,,,,,,,,,,,,,,,,
32649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,631919,,,,,,,,,,
32645,,,,,,,,,,,,,,,,,282786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69451.7,,,,,,,,,,,,,,,,
32636,,,,,,,,,,,1063070,,,,154735,,,,,,,,,,,,,,926700,,,,,,,,,,,,,,,,,,,,,,,,,,
32635,,,,,,,,,,,,,,420990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,738467,,,,,,,
32634,,,,,,,,,,,,1180410,,,,,,,,,56561.6,,,,,,,,,770492,,,,,,,,,,,,,,,,,825938,,,,,,,,
32632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,654140,,,,,,,,,,,,,,,,,,514571,,,,,,
32631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337107,,,,,
32630,,,,,,,,,,,,,862645,,,,,,,,,,,,,,,,,,,235257,,,,,,,,,,,,,,,,,,,,,,,
32621,,,,,,,435869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32618,,,,,,,,,1219710,,,,,,,,,,,,,,,,,,962081,,,,,,,,,,,,,,,,,,843318,,,,,,,,,,
32617,,,118464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32616,,,,,,,,967779,,,,,,,,,,,,,,,,,484488,,,1022590,,,,,,,,,,,,,,,,,,,,,,,,,,,
32615,,,,,,,,,,,,,,,,,,,,,,,,,,709737,,,,,,,,,,,,,,,,,,,,1023400,,,,,,,,,
32614,,,,,,,,,,1108350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,869304,,,,,,,,,,,,,,,,,,,,,,,,,,
32608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,567825,,,,,,,,
32607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182476,,
32605,,,,160228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330507,,,,,,,,,,,,
32603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165198,,,,,,,,,,,,,,,,,,,,,,
32602,,,,,,,,,,,,,,344393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32599,,,,,,,,,,,966166,,,,,,,,,,,,,,,,,,,1529610,,,,,,,,,,,,,,,,,,1147730,,,,,,,
32598,,,,,,,,,,,,1768660,856394,,,,,,,,,,,,,,,,,,,,,,135934,,,,,,,,,,,,,,,,,,,,
32597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,725462,,,,,,,,,,,,,,,,,,572337,,,,,,
32596,,,,,,,,,,,,,,,,,125619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197981,,,,,
32590,,,,,,,,,,,,,,,,,,,,,,,,,,,952801,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32579,,,,,,,,723328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,673049,,,,,,,,,,
32577,,,,,,,,,,,,,,,,,,,,,,,,,,850517,,1458790,,,,,,,,,,,,,,,,,,,,,,,,,,,
32576,,,,,,,,,,1484220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,978519,,,,,,,,,
32575,,,,,,,,,775630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32574,,,,,,,,,,,,,,,,,,,,97534.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,623783,,,,,,,,,,,
32570,,,,,,,,,,,1318980,,,,,,,,,,,,,,,,,,1205650,,,,,,,,,,,,,,,,,,,,,,,,,,
32569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,979066,,,,,,,,
32563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1432760,,,,,,,,,,,,,,,,,,,,317287,,,,,
32562,,,,,,,,,,,,1659300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1018590,,,,,,,
32558,,,,,,,,,,,,,1836010,,,,,,,,,,,,,,,,,,1453630,,,,,,,,,,,,,,,,,,1308340,,,,,,
32557,,,,,,,,,,,,,,555233,,,,,,,,,,,,,,,,,,320149,,,,,,,,,,,,,,,,,,,,,,,
32552,,,,,,,,853629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66387,,,,,,,,,,,,,,,
32551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126116,,,,,,,,1079140,,,,,,,,,,
32550,,,,,,,,,,,,,,,,160912,,,,,,,,,,759551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32547,,,,,,,,,1105360,,,,,,,,,,,,,,,,,,893758,,,,,,,,,,,,,,,,,,,,,,,,,,148247,,
