,Sample name,20210304_CE_45min_RayWT_unreduced_AA_1_redo,20210304_CE_45min_RayWT_unreduced_AA_1_redo,20210304_CE_45min_RayWT_unreduced_AA_1_redo,20210304_CE_45min_RayWT_unreduced_AA_1_redo,20210304_CE_45min_RayWT_unreduced_AA_1_redo,20210304_CE_45min_RayWT_unreduced_AA_1_redo,20210304_CE_45min_RayWT_unreduced_AA_1_redo,20210304_CE_45min_RayWT_unreduced_AA_1_redo,20210304_CE_45min_RayWT_unreduced_AA_1_redo,20210304_CE_45min_RayWT_unreduced_AA_1_redo,20210304_CE_45min_RayWT_unreduced_AA_1_redo,20210304_CE_45min_RayWT_unreduced_AA_1_redo,20210304_CE_45min_RayWT_unreduced_AA_1_redo,20210304_CE_45min_RayWT_unreduced_AA_1_redo,20210304_CE_45min_RayWT_unreduced_AA_1_redo,20210304_CE_45min_RayWT_unreduced_AA_1_redo,20210304_CE_45min_RayWT_unreduced_AA_1_redo,20210304_CE_45min_RayWT_unreduced_AA_1_redo,20210304_CE_45min_RayWT_unreduced_AA_1_redo,20210304_CE_45min_RayWT_unreduced_AA_1_redo,20210304_CE_45min_RayWT_unreduced_AA_2,20210304_CE_45min_RayWT_unreduced_AA_2,20210304_CE_45min_RayWT_unreduced_AA_2,20210304_CE_45min_RayWT_unreduced_AA_2,20210304_CE_45min_RayWT_unreduced_AA_2,20210304_CE_45min_RayWT_unreduced_AA_2,20210304_CE_45min_RayWT_unreduced_AA_2,20210304_CE_45min_RayWT_unreduced_AA_2,20210304_CE_45min_RayWT_unreduced_AA_2,20210304_CE_45min_RayWT_unreduced_AA_2,20210304_CE_45min_RayWT_unreduced_AA_2,20210304_CE_45min_RayWT_unreduced_AA_2,20210304_CE_45min_RayWT_unreduced_AA_2,20210304_CE_45min_RayWT_unreduced_AA_2,20210304_CE_45min_RayWT_unreduced_AA_2,20210304_CE_45min_RayWT_unreduced_AA_2,20210304_CE_45min_RayWT_unreduced_AA_2,20210304_CE_45min_RayWT_unreduced_AA_2,20210304_CE_45min_RayWT_unreduced_AA_2,20210304_CE_45min_RayWT_unreduced_AA_2,20210304_CE_45min_RayWT_unreduced_AA_2,20210304_CE_45min_RayWT_unreduced_AA_3,20210304_CE_45min_RayWT_unreduced_AA_3,20210304_CE_45min_RayWT_unreduced_AA_3,20210304_CE_45min_RayWT_unreduced_AA_3,20210304_CE_45min_RayWT_unreduced_AA_3,20210304_CE_45min_RayWT_unreduced_AA_3,20210304_CE_45min_RayWT_unreduced_AA_3,20210304_CE_45min_RayWT_unreduced_AA_3,20210304_CE_45min_RayWT_unreduced_AA_3,20210304_CE_45min_RayWT_unreduced_AA_3,20210304_CE_45min_RayWT_unreduced_AA_3,20210304_CE_45min_RayWT_unreduced_AA_3,20210304_CE_45min_RayWT_unreduced_AA_3,20210304_CE_45min_RayWT_unreduced_AA_3,20210304_CE_45min_RayWT_unreduced_AA_3,20210304_CE_45min_RayWT_unreduced_AA_3,20210304_CE_45min_RayWT_unreduced_AA_3,20210304_CE_45min_RayWT_unreduced_AA_3,20210304_CE_45min_RayWT_unreduced_AA_3,20210304_CE_45min_RayWT_unreduced_AA_3,20210304_CE_45min_RayWT_unreduced_AA_3
,Peak #,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62
Name,
34576,,,,,,,,,,,,,,,,,,,,,,,,464660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363157,,,,,,,,,,,,,,,,,,,,,,,,,,
34560,,,365000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187843,,,,,,,
34559,,,,,,,,,,,,,287496,377715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,924512,,
34558,,,,,,,,,,,,,,,498538,911875,1105730,,900631,,,,,,,,,,,,,,,,,,,,449302,520909,,587850,,,,,,,,,,,,,,,,443012,698941,755170,,562632,
34557,,,,,,,,,,,,,,,,,,1040300,,507885,321851,,,,,,,,,,,,,,,,,211115,,,544532,,,,,,,,,,,,,,,,233745,,,,,,366253
34555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246503,,,,,,,,,
34553,,,,,,,,,,,279417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190882,,,,,,,,,,,,,,,,,,,,,,,,,,,
34548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57915.1,,,,,,,,,,,,,,,,,,,,
34547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269439,,,,,,,,,,,,,,,,,,,,,,,,,,
34531,,,,,,,,,,,,,,187917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34521,,,428650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229238,,,,,
34510,,,,,,,,,,,,,,,317982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34505,,,,,,,,,,,,,,,,,,132321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34494,,,,,,,,,,,375198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34492,,,,,,,,,,,,,,172974,,,161457,,,,,,,,,,,,,,,,,,,255307,,,,,,,,,,,,,,,,,,,,,,,,,,,
34490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199507,,,,,,,,,,,,,,,,,,,,,,,,,,69700.7
34489,,,,,,,,,,,,,,,,,,145891,,,,,,,,,,,,,,298386,,,,,,164996,,,,,,,,,,,,,,,,,,,,,,,,,
34481,,,440907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34475,,,,,,,,,,,,,,,,,,,,,,62747.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354771,,,,,,,
34473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139722,,,,,,,,,,,,,,,,,,,,,,,,,,,,65598.3
34472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276308,,,,,,,,,,,,,,,,,,,,,,,,,,
34471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250473,,,
34470,,,,,,,,,,,,,242930,,,,,,,,,,,,,,,,,,,,,,,186911,,,,,,,,,,,,,,,,,,,,,,,,,,,
34469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251965,,,,,,,,,,,,,,,,,407034,,,,274760,,,,
34468,,,,,,,,,,,,,,,,,,220416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326533,,,,,
34467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171002,,127729,,,,,,,,,,,,,,,,,,,,233248,,
34465,,,,,,,,,,,,,,,,245535,176976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34461,,,479169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327529,,,,,,
34460,,,,,,,,,,,,,,,,,,,,,,,,280334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158825,,,,,,,,,,,,,,,,,,,,,,,
34455,,,,,,,,,,,,,,,,,,,118895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34454,,,,,,,,,,,,,,354035,459292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,404356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34450,,,,,,,,,,,,,,,,,,,,,,72792.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34416,,,,,,,,,,,,,,,,,,,174882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138052,94001.5
34414,,,,,,,,,,,,,,820061,,483839,,346858,,,,,,,,,,,,,,,316083,,,,,,,,,225691,,,,,,,,,,,,,,,,,,,,,
34413,,,,,,,,,,,,,,,620483,,322127,,,,,,,,,,,,,,,,,,,,,473664,,280210,,,,,,,,,,,,,,,,517303,774653,638231,446141,,,,
34412,,,,,,,,,,,,,,,,,,,,135448,,,,,,,,,,,,,,,409491,524765,,,,,,,,,,,,,,,,,,313854,324385,,,,,341094,229732,,
34411,,,,,,,,,,,,,541227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34410,,,,,,,,,,,,,,,,,,,,,,,,532271,,,,,,,,,,,,,436958,,277473,,,,,,,,,,,,,,,,,,,,,,,,
34407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283232,322290,,,,,,,,,,
34404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296507,,,,,,,,,247026,,,,,,,,,,,,,,,,,,,,,,
34402,,,,,,,,,,,445948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34399,,,486215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34394,,,,,,,,,,,,,,,,,,187246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66853.7,
34385,,,,,,,,,,,,,,,,,,,81545.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187353,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34368,,,,,,,,,,,,,261182,,,204629,,,,,,,,,,,,,,,,,,,,,,110526,,,,,,,,,,,,,,,,,,,,297762,,,,,
34367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167475,,,,,,,,,,,,,,,,,,,,,,
34366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144222,,,,101012,,,,,,,,,,,,,,,,,,,,,,68683.8,
34365,,,,,,,,,,,,,,292552,,,,,,,,,,,,,,,,,,,,,,,143592,,,,,,,,,,,,,,,,,,,142577,,,,,,,
34364,,,,,,,,,,,,,,,375508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281371,,,,,,,,,,
34363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241831,,,,,,,,
34362,,,,,,,,,,,,,,,,,91225.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34348,,,,,,,,,,,,,,,,224364,,,,,,,,,,,,,,,,,,,,,,,133335,,,,,,,,,,,,,,,,,,,,,,,,
34346,,,,,,,,,,,,,,,,,,,,,,,241661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247006,,,,114462,,,,
34345,,,,,,,,,,,,,,387256,423447,,,136149,,106007,,,,,,,,,,,,,,,,,,194033,,,,,,240638,,,,,,,,,,,,,,,,,,,
34344,,,,,,,,,,,,539549,,,,,,,,,,,,,,,,,,,,,,,,256500,,,,,,,,,,,,,,,,,,,,186751,,304407,,,,,
34343,,,,,,,,,,,,,343007,,,,,,,,,,,,,,,,,,,,,,,,234592,,,,,88165.2,,,,,,,,,,,,,,,,,,190685,,,
34342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223241,,,,,241638,,,,,,,,,,,,,,,,,,,,,,,
34341,,,,,,,,,,,,,,,,,,,,,,61791.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87394.4,,
34336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68007,,,,,,,,,,,,,,,,,,,,82817
34332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268747,,,,,,,,,,,
34326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358712,,,,,,,,,,
34322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,428519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146753,,,,,,,,,,,,,,,,,,,,,,,,,
34319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238505,,,,,,,,,
34315,,,,,,,,,,,,335121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127332,,,,,,,,,,,,,,,,,,,,,,,
34310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220863,,,
34309,,,,,,,,,,,,,542609,,,,,,,,,,,,,,,,,,,,,,442551,320147,,,,,,,,,,,,,,,,,,,,,,,,,,,
34308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191915,,,,,172618,,,,,,,,,,,,,,,,,425918,204601,318201,,,,,
34307,,,,,,,,,,,,,,346772,,,,,,,,,,312616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337266,,,,,,,,
34306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79617.6,
34305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152970,,,,,,,,,,,,,,,,,,,
34303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261923,,,,,,,,,,,,,,,,,,,,,,,,,,
34300,,,,,,,,,,,,,,,,,,,,,,,178449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34299,,143124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70215.7,,,,,,,,,,,,,,,,,,,,
34269,,,,,,,,,,,,,,,,,,,167160,,,,,,,,,,,,,,,,,,,,,,382585,263100,,,,,,,,,,,,,,,,,,562342,,,
34268,,,,,,,,,,,,633503,,,1070440,,472520,,,,,,,,,,,,,,,,,,,,,,,478920,,,,,,,,,,,,,,,,825908,993609,,645106,,448554,221316,
34267,,,,,,,,,,,,,854405,1133760,,891938,,314130,,,,,,,,,,,,,,,,,,562207,789451,628207,540607,,,,,,,,,,,,,,,,,,,,,,,,
34266,,,,,,,,,,,383869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,619849,,,,941639,,,,,98002.5
34265,,,,,,,,,,,,,,,,,,,,177347,,,,,,,,,,,,,,,791244,,,,,,,,,,,,,,,,,275450,,,655318,,,,,,,,
34263,,,,,,,,,,,,,,,,,,,,,,,,323488,,,,,,,,325277,,473631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34233,,,,,,,,,,,,,,,,,,,,,,68414.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158976,,,,,
34222,,,,,,,,,,363586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246884,,,,,,,,,,
34207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236560,,,,,,,,,,
34202,,,,,,,,,,327281,,,,,,,,,,,,,,,,,,,,,,,188570,,494570,,,,,,,,,,,,,,,,,,,,214274,,,,,,,,
34200,,,,,,,,,,,,497708,180751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280242,,,,,,,
34196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224171,,,,,,,,,,,,,,,,,,,,,,
34195,,,,,,,,,,,,,,533306,,,,,159485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258140,,,,,,,,,329062,,
34194,,,,,,,,,,,,,,,,,414536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,475181,,,,,71354.2
34193,,,,,,,,,,,,,,,,,,,,187579,175920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,542618,,,
34192,,,,,,,,,,,,,,,626224,459022,,,,,,,,,,,,,,,,,,,,,,,,373668,,381684,,,,,,,,,,,,,,,,,613525,,,,
34191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,438113,,,,,,
34190,,,,,,,,,,,,,,,,,,267266,,,,,,,,,,,,,,,,,,,,195852,187940,,,,,,,,,,,,,,,,,,,,,,,192985,
34186,,,,,,,,410073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215810,,,,,,,,
34180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262251,,,,,,,,,,,,,,,,,,,,,,,,,,,
34179,,,,,,,,,,,767305,,451913,,,,,,,,,,,,,,,,,,,,,,,,331874,,,,,,,,,,,,,,,,,,,403869,,,,,,,
34177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365263,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34175,,,,,,,,,,439325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319898,207589,,,,,,,,
34161,,,,,,,,,,,,,,,,,,,,,,62347.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34153,,,,,,,,,,,428051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72570.4,
34142,,166179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118305,,,
34140,,,,,,,,,,,,,,,,153454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278752,,,,,,,,,,,,,,,,,,,
34131,,,,,,,,,,,,,,,,,,144100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34129,,,,,,,,,,344043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231716,,,,,,,,,,,,,,,,,,,,,,,,,,
34123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505955,,,,,,,,,,,,,,,,,292480,,,,,,,,,,,
34121,,,,,,,,,,,,,557774,,,,,,,,,,,,,,,,,,303636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34120,,,,,,,,,,,,655263,,,,,,,,,,,,,,,,,,,,478816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34119,,,,,,,,,,,682800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,826352,,,,,,,,,
34117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,597482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257782,,,,,,,,,,
34111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,497136,,,,,,,,
34107,,,,,,,,,,,,,,,,311811,,167231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275637,,,,,,,,,,,,,,,,,,,,,,,,
34105,,,,,,,,,,,,,,723215,617429,,167603,,,,,,,,,,,,,,,,,,,,,382083,,191609,,,,,,,,,,,,,,,,,444175,,,234436,,,
34104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405707,,,460069,,,,,,,,,,,,,,,,,,,,,,444612,,,,,
34103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,606014,,,,,,,
34102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,483661,,,,,,,,,,,,,,,,,,,,,,272926,,,,
34101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199248,,,,,,,,,,,,,,,,,,,,,
34096,,,,,,,,,,,366092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34095,,,,,,,501364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140800,,,,,,,,,,,,,,,,,,,,,
34081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65894.2,,,,,,,,,,,,228498,,,,,,,,
34074,,,,,,,,,,,334015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34062,,,,,,,,,,,,,,,,,,,,,,,148194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34055,,,,,,,,,,538114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49561.7
34053,,,,,,,,,,,678101,,,,,,,129950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,364712,,385607,,,,,,,,
34052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,466666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34051,,,,,,,,,,,,,,,,,170598,,,,,,,,,,,,,,,,,,,,,275879,,,,,,,,,,,,,,,,,,600014,,,,153287,,,
34050,,,,,,,,,,,,,,619266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285162,,,,,
34049,,,,,,,,,,,,,388550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,428892,,,,362245,,,148996,,,,,,,,,,,,,,,,,377801,,,,,,
34047,,,,,,,,,,,,470952,,,387358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236162,,,,
34046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,462363,,,,,,,,,,,,,,,,,,,,,,,,,,,
34043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,545691,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490457,,,,,,,,,
34036,,,,,,,,,,,,,,,,179302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450802,,,,,,,,,
34020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333249,425913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34018,,,,,,,,,,,622367,,,,,,,,,,,,,,,,,,,,,,,356277,279438,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34017,,,,,,,,,,,,570584,,,,,,,,,,,,,,,,,,,,,557643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,578714,,258285,,,,,,,,
34015,,,,,,,,,,416017,,,,,,,,,,,,,,,,,,,,,,,,,,,202907,,,,,,,,,,,,,,,,,,,,,,,,,,
34004,,,,,,,,,,,,,,313344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34001,,,,,,,,,,,,,,,310768,,,,,,,,,,,,,,,,,,,,,,,,,,,,85982.6,,,,,,,,,,,,,,,,,,,,
34000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377166,,,,,,,
33999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279172,,,303618,,,,,
33998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264816,,,,,,
