,Sample name,20210304_CE_45min_RayWT_unreduced_AA_1_redo,20210304_CE_45min_RayWT_unreduced_AA_1_redo,20210304_CE_45min_RayWT_unreduced_AA_1_redo,20210304_CE_45min_RayWT_unreduced_AA_1_redo,20210304_CE_45min_RayWT_unreduced_AA_1_redo,20210304_CE_45min_RayWT_unreduced_AA_1_redo,20210304_CE_45min_RayWT_unreduced_AA_1_redo,20210304_CE_45min_RayWT_unreduced_AA_1_redo,20210304_CE_45min_RayWT_unreduced_AA_1_redo,20210304_CE_45min_RayWT_unreduced_AA_1_redo,20210304_CE_45min_RayWT_unreduced_AA_1_redo,20210304_CE_45min_RayWT_unreduced_AA_1_redo,20210304_CE_45min_RayWT_unreduced_AA_1_redo,20210304_CE_45min_RayWT_unreduced_AA_1_redo,20210304_CE_45min_RayWT_unreduced_AA_1_redo,20210304_CE_45min_RayWT_unreduced_AA_1_redo,20210304_CE_45min_RayWT_unreduced_AA_1_redo,20210304_CE_45min_RayWT_unreduced_AA_1_redo,20210304_CE_45min_RayWT_unreduced_AA_1_redo,20210304_CE_45min_RayWT_unreduced_AA_1_redo,20210304_CE_45min_RayWT_unreduced_AA_2,20210304_CE_45min_RayWT_unreduced_AA_2,20210304_CE_45min_RayWT_unreduced_AA_2,20210304_CE_45min_RayWT_unreduced_AA_2,20210304_CE_45min_RayWT_unreduced_AA_2,20210304_CE_45min_RayWT_unreduced_AA_2,20210304_CE_45min_RayWT_unreduced_AA_2,20210304_CE_45min_RayWT_unreduced_AA_2,20210304_CE_45min_RayWT_unreduced_AA_2,20210304_CE_45min_RayWT_unreduced_AA_2,20210304_CE_45min_RayWT_unreduced_AA_2,20210304_CE_45min_RayWT_unreduced_AA_2,20210304_CE_45min_RayWT_unreduced_AA_2,20210304_CE_45min_RayWT_unreduced_AA_2,20210304_CE_45min_RayWT_unreduced_AA_2,20210304_CE_45min_RayWT_unreduced_AA_2,20210304_CE_45min_RayWT_unreduced_AA_2,20210304_CE_45min_RayWT_unreduced_AA_2,20210304_CE_45min_RayWT_unreduced_AA_2,20210304_CE_45min_RayWT_unreduced_AA_2,20210304_CE_45min_RayWT_unreduced_AA_2,20210304_CE_45min_RayWT_unreduced_AA_3,20210304_CE_45min_RayWT_unreduced_AA_3,20210304_CE_45min_RayWT_unreduced_AA_3,20210304_CE_45min_RayWT_unreduced_AA_3,20210304_CE_45min_RayWT_unreduced_AA_3,20210304_CE_45min_RayWT_unreduced_AA_3,20210304_CE_45min_RayWT_unreduced_AA_3,20210304_CE_45min_RayWT_unreduced_AA_3,20210304_CE_45min_RayWT_unreduced_AA_3,20210304_CE_45min_RayWT_unreduced_AA_3,20210304_CE_45min_RayWT_unreduced_AA_3,20210304_CE_45min_RayWT_unreduced_AA_3,20210304_CE_45min_RayWT_unreduced_AA_3,20210304_CE_45min_RayWT_unreduced_AA_3,20210304_CE_45min_RayWT_unreduced_AA_3,20210304_CE_45min_RayWT_unreduced_AA_3,20210304_CE_45min_RayWT_unreduced_AA_3,20210304_CE_45min_RayWT_unreduced_AA_3,20210304_CE_45min_RayWT_unreduced_AA_3,20210304_CE_45min_RayWT_unreduced_AA_3,20210304_CE_45min_RayWT_unreduced_AA_3
,Peak #,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62
Name,
32489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,791767,,,,,,,,,,,,,,,,,,
32484,,,,,,3294710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63329.4,,,,,,,,,,,,,,,,,,,,
32483,,,,,,,,,,,,,,,,,102863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119304,,
32477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1503310,,,,,,,,,,,,,,,,,
32468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114546,,,,,,,,,,,,,,,,,,,,,
32463,,,,,,,,,,,,,,,,,,,,,,70147.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101486,,,,,,,,,,,,,,,,,,,,,,
32455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2651360,,,,,,,,,,,,,,,,,
32454,,,,,,,,,,,,,,,,,,,,,,,,879470,2037770,,,,,,,,,,,,,,,,,,,,975211,,,,,,,,,,,,,,,,,,
32453,,,,2212340,3083520,,,,,,,,,,,,,,,,,,,,,3113860,,,,,,,,,,,,,,,,,,,,,2554260,,,,,,,,,,,,,,,,
32452,,,,,,2965230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2437460,,,,,,,,,,,,,,,
32443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219373,,,,,,,,,,,,,,,,,,,,,
32440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110013,114623,,,,,,,,,,,,,,,,,,,,,,,,
32437,,,,,,,,,,,,,,,,,,,,106426,,,,,,,2420170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32436,,,,,,,,,,,,,,,,,,,,,,,,,1310730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32435,,,,1344890,,,,,,,,,,,,,,,,,,,,,,,,1675260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32431,,,443720,,,,,,,,,,,,,,,,,,,,,,,,,,,872553,,,,,,,,,,,,,,,,,,,,,715499,,,,,,,,,,,,
32430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1513340,,,,,,,,,,,,,,
32429,,,,,,,,,,,,,,,,,,,,,,111284,,,,,,,,,,,,,,,,,,,,,,,,1915760,,,,,,,,,,,,,,,,,
32428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265261,,,,,,,,,,,
32427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,851058,,,,,,,,,,,,,,,,,,
32425,,,,,,,,1459510,531946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1289590,,,,,,,,,,,,,
32424,,,,,,,1706900,,,,,,,,,,,,,,,,,,,,,,,,,,,177854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,453087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112575,,,,
32417,,,,,,,,,,,,,,,,,,,,,,,,,,1681840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32416,,,,,,1999240,,,,,,,,,,,,,,,,,,,,,1765450,,,,,,,,,,,,,,,,,,,,,2257240,,,,,,,,,,,,,,,
32415,,,,,2350450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1739630,,,,,,,,,,,,,,,,
32414,,,,,,,,,,,,,,,,,,,,,,,,,1860900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32403,,,,,,,,,,,,,,,,,,,,,87765.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92483.6,,,,,,,,,,,,,,,,,,,,,
32395,,,,2159870,,,,,,,,,,,,,,,,,,,,,,,,1153450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32394,,,,,3656750,,,,,,,,,,,,,,,,,,,,,2829850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,688783,,,,,,,,,,,,,,,,,,
32391,,,930316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32385,,,,,,,,,438215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32384,,,,,,,,,,,,,,,,,,,,,,,,,1743650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32383,,,,,,,,,,,,,,,,,,,,,,,,315036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1874650,,,,,,,,,,,,,,,,,
32381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3406400,,,,,,,,,,,,,,,,
32379,,,,,,4125310,,1264790,,,,,,,,,,,,,,,,,,,,1746650,,660748,,,,,,,,,,,,,,,,,,3747320,1971200,,,,,,,,,,,,,,
32378,,,,,,,2668460,,,,,,,,,,,,,,,,,,,,2981970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,544680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,593690,,,,,,,,,,,,,
32373,,,,1767040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32368,,,,,,,,,,,,,,,,,,,,110225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169942,,
32362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100193,,,,
32360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76511.6,,,,,,,,,,,,,,,,,,,,
32359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,746569,,,,,,,,,,,,,,
32349,,,,2553170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2174040,,,,,,,,,,,,,,,,,
32347,,,,,,,,,,,,,,,,,,,,,,,,,1935340,,,,,,,,,,,,,,,,,,,,895873,,,,,,,,,,,,,,,,,,
32344,,,810882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32340,,159823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2054000,,,,,,,,,,,,,,,,,,,,,,582382,,,,,,,,,,,,
32338,,,,,,,,,320046,,,,,,,,,,,,,,,1069200,,,,3019620,,,,,,,,,,,,,,,,,,,2610250,,,,,,,,,,,,,,,,
32337,,,,,,3807670,3411860,1596050,,,,,,,,,,,,,,,,,,,,,,998044,,,,,,,,,,,,,,,,,,3211820,2505820,,,,,,,,,,,,,,
32336,,,,,2911940,,,,,,,,,,,,,,,,,,,,,2541750,2815000,,,,,,,,,,,,,,,,,,,,,,,1420480,,,,,,,,,,,,,
32331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1811160,,,,,,,,,,,,,,,,,
32328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149686,,,,
32322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124525,,,,,,,
32320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1681880,,,,,,,,,,,,,,,,
32316,,,,,,,,,,,,,,,,,,,,,,,,,,1219440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1316630,,,,,,,,,,,,,,,,,,
32308,,,908987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1809100,,,,,,,,,,,,,,,,,
32307,,,,1780390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,663324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1173430,,,,,,,,,,,,,,
32291,,,,,3580180,3302860,1631650,,,,,,,,,,,,,,,,,1022670,2680840,3314010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32290,,,,2121650,,,,,782515,,,,,,,,108771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2775010,4126690,,,,,,,,,,,,,,,,
32289,,,,,,,,851254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3497010,,,,,,,,,,,,,,,
32288,,,,,,,,,,,,,,,,,,,,,,,,,,,2906340,1458180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1581390,,,,,,,,,,,,,,,,,,
32280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,708318,,,,,,,,,,,,,
32277,,,956638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32275,,,,,,,,,,,,,,,,,,,,,,,,,,2475140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32274,,,,1780780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221796,,,,,,,,,,,,,,,,,,,
32253,,,,,,,1334090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32251,,,,,3944800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2263040,,,,,,,,,,,,,,,
32250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3105890,,,,,,,,,,,,,,,,
32249,,,,2246900,,,,,,,,,,,,,,,,,,,,,,,2206470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32248,,,,,,,,,,,,,,,,,,,,,,,,,2676800,,,,,,,,,,,,,,,,,,,,,,,,1286640,,,,,,,,,,,,,,
32247,,,1195540,,,2806300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,489764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32234,,,,,,,889110,,,,,,,,,,,,,,,,,,,,,1328850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32233,,,,,3127110,,,,,,,,,,,,,,,,,,,,,3584980,,,,,,,,,,,,,,,,,,,,2793230,3034880,2273740,,,,,,,,115341,,,,,,,
32230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1427930,,,,,,,,,,,,,,,,,,
32224,,,,,,,,,,,,,,,,,,,,,,82814.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92895.3,,,,,,,,,,,,,,,,,,,,,
32221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103352
32215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253252,,,,,,,,,,,,,,,,,,,
32213,,,,,,,,,,,,,,,,,,,,,,,,,,1880390,,,,,,,,,,,134466,,,,,,,,,,,1233670,,,,,,,,,,,,,,,
32212,,,,,2144060,2084250,,,,,,,,,,,,,,,,,,,,,,,,430478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32211,,,,,,,976653,,,,,,,,,,,,,,,,,,,,1636850,975900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1437780,,,,,,,,,,,,,,,,,,
32199,,,1462220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32193,,,,,,2067810,,,,,,,209090,,,,,,,,,,,,,,,,,,,,,,,,132785,,,,,,,,,,,,,,,,,,,,,,,,,,
32192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,768547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32190,,,,2355510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32189,,,,,3268900,,,,,,,,,,,,,,,,,,,,2753340,,,,,,,,,,,,,,,,,,,,,2609230,,,,,,,,,,,,,,,,,
32188,,,,,,,,,,,,,,,,,,,,,,,,,,3053030,,,,,,,,,,,,,,,,,,,,,2740650,,,,,,,,,,,,,,,,
32183,,,,,,,,,,,,,,,,,,,,,,,,819019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32180,,,,,,,,,,,,,,,,,,,,,,,,,,,2550920,,,,,,,205252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32177,,,,,,,1791410,,,,,,,,,,,,,,,,,,,,,2012780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2654190,,,,,,,,,,,,,,,
32175,,,,,,2786850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1619010,,,,,,,,,,,,,,
32174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78569.4,
32171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32167,,,,2172020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2123170,,,,,,,,,,,,,,,,,
32165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91006.9,,,,,,,,,,,,,,,,,,,,,,,,
32148,,,,,,,,,,,,,,,,,,,,,,,,,1786260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32146,,,,,,,,,,,,,,,,,,,,,,,254116,,,,,,,,,,,,,,,,,,,,,,1904930,,,,,,,,,,,,,,,,,,
32145,,,1168600,2207600,,,,,,,,,,,,,,,,,,,,1581570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104470,,,,,,,,,,,,,,,,,,,,,,,
32136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32135,,,,,,,1535150,,,,,,,,,,,,,,,,,,,,,1821200,,,,,,,,,,,,,,,,,,,,2690990,,,,,,,,,,,,,,,
32134,,,,,,2619260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32133,,,,,,,,,,,,,,,,,,,,,,,,,,,2593160,,,,,,,,,,,,,,,,,,,,,,1269400,,,,,,,,,,,,,,
32132,,,,,3013450,,,533597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2766880,,,,,,,,,,,,,,,,
32130,,,,,,,,,,,,,,,,,,,,,,,,,,3639280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32129,,,,,,,,,,,,,,,,,,,,,,,,,2536470,,,,,,,,,,,,,,,,,,,,,2650570,,,,,,,,,,,,,,,,,
32128,,,,2834130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1548760,,,,,,,,,,,,,,,,,,
32124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59542.4,,,,,,,,,,,,,,,,,,,,
32120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101572,,,,,,,,,,,,,,,,,,,,,,,
32117,,,,,,,,,,,,,,,,,,,,,,,,1286070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32105,,,,,,,,,,,,,,,,,,,,,,,,,1693400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1917230,,,,,,,,,,,,,,,,,,
32099,,,,,,,,,,,,181986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32088,,,,,4694620,2618720,,,,,,,,,,,,,,,,,,,,,2255800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32087,,,,4082930,,,,,,,,,,,,,,,,,,,,,,5015930,,,,,,,,,,,,,,,,,,,,4588020,4281150,,758002,,,,,,,,,,,,,,
32086,,,,,,,,,,,,,,,,,,,,,,,,,4018790,,,,,,,,,,,,,,,,,,,,,,,2308480,,,,,,,,,,,,,,,
32085,,,,,,,950882,,,,,,,,,,,,,,,,,2125720,,,,713750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32084,,,1201150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002910,,,,,,,,,,,,,,,,,,42014.8
32078,,,,,,,,,,,,,,,,,,,,,,,221080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97562.1,
32058,,,1149280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220234,,,,,,,,,,,,,,,,,,,
32051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64044.6,,,,,,,,,,,,,,,,,,,,
32048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195160,,,,,,,
32047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1101780,,,,,,,,,,,,,,
32046,,,,,3321450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1648220,,,,,,,,,138196,,,,,,
32045,,,,,,,,,,,,,,,,,,,,,,,,,,,1712670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32044,,,,,,,1424450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106388,,,,,,,,,,,,,,,,,,,,,,
32041,,,,,,,,,,,,,,,,,,,,,,,,2110280,,,,,,,,,,,,,,,,,,,,,3120370,,,,,,,,,,,,,,,,,,
32040,,,1691320,,,,,,,,,,,,,,,,145763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32039,,,,3054610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284849,,,,,,,,,,,,,,,,,,,
32038,,171320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32037,,,,,,,,,,,,,,,,,,,,,,,,,,3164690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37364.4
32032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3280250,,,,,,,,,,,,,,,,,
32031,,,,,,1907760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3209480,,,,,,,,,,,,,,,,
32029,,,,,,,,,,,,,,,,,,,,,,,,,3141130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32021,,,,,,,,,,,,,,,,,,,124360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32018,,,,,,,,,,,,,,,,,,,,95068.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1252080,,,,,,,,,,,,,,,
32010,,,,,,1216710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1635360,,,,,,,,,,,,,,,,
32004,,172898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32002,,,,2477080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2080860,,,,,,,,,,,,,,,,,,
31999,,,,,,,,,,,,,,,,,,,,,,,251261,2016020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31998,,,1907440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31985,,,,2509530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2984020,,,,,,,,,,,,,,,,,
31984,,,,,2933040,,,,,,,,,,,,,,,,,,,,2688830,2717680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2148080,,,,,,,,,,,,,,,,,,
31976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1057640,,,,,,,,,,,,,,
31974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31973,,,,,,,,,,,,,,,,,,,,,,,,,,,2214900,,,,,,,,,,,,,87242.1,,,,,,,,,,,,,,,,,,,,,,,
31972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2163920,,,,,,,,,,,,,,,
